index,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
8555,Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,88.164
8556,Armenia,ARM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,66.057
8557,Aruba,ABW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,48.767
8558,Australia,AUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,86.10600000000001
8559,Austria,AUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,65.8
8560,Azerbaijan,AZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,52.206
8561,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,80.961
8562,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,88.38799999999999
8563,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,21.693
8564,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,33.262
8565,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,67.926
8566,Belgium,BEL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,96.777
8567,Belize,BLZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,47.484
8568,Benin,BEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,36.758
8569,Bermuda,BMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,100.0
8570,Bhutan,BTN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,20.537
8571,Bolivia,BOL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,59.4
8572,Bosnia and Herzegovina,BIH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,39.411
8573,Botswana,BWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,48.981
8574,Brazil,BRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,77.61
8575,Brunei Darussalam,BRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,68.64399999999999
8576,Bulgaria,BGR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,67.782
8577,Burkina Faso,BFA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,15.130999999999998
8578,Burundi,BDI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,7.211
8579,Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,48.768
8580,Cambodia,KHM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,17.311
8581,Cameroon,CMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,42.573
8582,Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,77.675
8583,Cayman Islands,CYM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,100.0
8584,Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,37.231
8585,Chad,TCD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,21.473000000000003
8586,Channel Islands,CHI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,30.522
8587,Chile,CHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,84.545
8588,China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,30.961
8589,Colombia,COL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,70.516
8590,Comoros,COM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,28.301
8591,Congo, Dem. Rep.,ZAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,32.838
8592,Congo, Rep.,COG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,56.413
8593,Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,54.559
8594,Cote d'Ivoire,CIV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,41.21
8595,Croatia,HRV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,54.892
8596,Cuba,CUB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,74.277
8597,Curacao,CUW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,87.68
8598,Cyprus,CYP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,68.038
8599,Czech Republic,CZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,74.643
8600,Denmark,DNK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,84.979
8601,Djibouti,DJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,76.3
8602,Dominica,DMA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,64.831
8603,Dominican Republic,DOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,57.596
8604,Ecuador,ECU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,57.766000000000005
8605,Egypt, Arab Rep.,EGY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,42.81399999999999
8606,El Salvador,SLV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,53.967
8607,Equatorial Guinea,GNQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,38.834
8608,Eritrea,ERI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,16.535999999999998
8609,Estonia,EST,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,70.3
8610,Ethiopia,ETH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,13.827
8611,Faeroe Islands,FRO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,30.926
8612,Fiji,FJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,45.496
8613,Finland,FIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,80.96300000000001
8614,France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,74.91199999999999
8615,French Polynesia,PYF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,56.638000000000005
8616,Gabon,GAB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,75.358
8617,Gambia, The,GMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,43.362
8618,Georgia,GEO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,53.841
8619,Germany,DEU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,73.286
8620,Ghana,GHA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,40.14
8621,Greece,GRC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,72.119
8622,Greenland,GRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,80.902
8623,Grenada,GRD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,34.548
8624,Guam,GUM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,92.055
8625,Guatemala,GTM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,43.11
8626,Guinea,GIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,29.475
8627,Guinea-Bissau,GNB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,32.633
8628,Guyana,GUY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,29.137
8629,Haiti,HTI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,32.59
8630,Honduras,HND,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,42.941
8631,Hong Kong SAR, China,HKG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,100.0
8632,Hungary,HUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,65.209
8633,Iceland,ISL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,91.63
8634,India,IND,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,26.607
8635,Indonesia,IDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,36.076
8636,Iran, Islamic Rep.,IRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,60.236
8637,Iraq,IRQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,68.78
8638,Ireland,IRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,57.92
8639,Isle of Man,IMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,51.783
8640,Israel,ISR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,90.866
8641,Italy,ITA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,66.922
8642,Jamaica,JAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,50.615
8643,Japan,JPN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,78.016
8644,Jordan,JOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,78.365
8645,Kazakhstan,KAZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,55.92100000000001
8646,Kenya,KEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,18.263
8647,Kiribati,KIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,36.409
8648,Korea, Dem. Rep.,PRK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,59.018
8649,Korea, Rep.,KOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,78.23899999999999
8650,Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,98.043
8651,Kyrgyz Republic,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,36.349
8652,Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,17.378
8653,Latvia,LVA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,68.75
8654,Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,84.82
8655,Lesotho,LSO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,16.955
8656,Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,45.96
8657,Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,75.994
8658,Liechtenstein,LIE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,16.482
8659,Lithuania,LTU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,67.285
8660,Luxembourg,LUX,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,82.89299999999999
8661,Macao SAR, China,MAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,99.91
8662,Macedonia, FYR,MKD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,59.587
8663,Madagascar,MDG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,25.796
8664,Malawi,MWI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,13.263
8665,Malaysia,MYS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,55.688
8666,Maldives,MDV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,25.638
8667,Mali,MLI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,25.519
8668,Malta,MLT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,90.946
8669,Marshall Islands,MHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,66.727
8670,Mauritania,MRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,45.254
8671,Mauritius,MUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,43.284
8672,Mexico,MEX,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,73.368
8673,Micronesia, Fed. Sts.,FSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,25.068
8674,Moldova,MDA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,46.294
8675,Monaco,MCO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,100.0
8676,Mongolia,MNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,56.805
8677,Montenegro,MNE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,53.365
8678,Morocco,MAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,51.692
8679,Mozambique,MOZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,27.495
8680,Myanmar,MMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,25.525
8681,Namibia,NAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,29.813
8682,Nepal,NPL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,10.895
8683,Netherlands,NLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,72.809
8684,New Caledonia,NCL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,60.09
8685,New Zealand,NZL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,85.333
8686,Nicaragua,NIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,53.534
8687,Niger,NER,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,15.773
8688,Nigeria,NGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,32.205
8689,Northern Mariana Islands,MNP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,89.557
8690,Norway,NOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,73.764
8691,Oman,OMN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,71.669
8692,Pakistan,PAK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,31.836
8693,Palau,PLW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,71.431
8694,Panama,PAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,58.141000000000005
8695,Papua New Guinea,PNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,14.081
8696,Paraguay,PRY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,52.131
8697,Peru,PER,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,70.95100000000001
8698,Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,48.29
8699,Poland,POL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,61.493
8700,Portugal,PRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,51.109
8701,Puerto Rico,PRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,93.729
8702,Qatar,QAT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,94.998
8703,Romania,ROM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,53.769
8704,Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,73.372
8705,Rwanda,RWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,9.837
8706,Samoa,WSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,21.526
8707,San Marino,SMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,91.664
8708,Sao Tome and Principe,STP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,48.631
8709,Saudi Arabia,SAU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,78.67
8710,Senegal,SEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,39.62
8711,Serbia,SRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,51.844
8712,Seychelles,SYC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,49.52
8713,Sierra Leone,SLE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,34.429
8714,Singapore,SGP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,100.0
8715,Sint Maarten (Dutch part),SXM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,100.0
8716,Slovak Republic,SVK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,56.537
8717,Slovenia,SVN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,50.61600000000001
8718,Solomon Islands,SLB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,14.664
8719,Somalia,SOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,31.425
8720,South Africa,ZAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,54.486
8721,South Sudan,SSD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,15.873
8722,Spain,ESP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,75.85600000000001
8723,Sri Lanka,LKA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,18.504
8724,St. Kitts and Nevis,KNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,33.715
8725,St. Lucia,LCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,28.765
8726,St. Vincent and the Grenadines,VCT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,43.38
8727,Sudan,SDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,32.232
8728,Suriname,SUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,66.07600000000001
8729,Swaziland,SWZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,23.048
8730,Sweden,SWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,83.824
8731,Switzerland,CHE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,73.578
8732,Syrian Arab Republic,SYR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,50.104
8733,Tajikistan,TJK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,28.877
8734,Tanzania,TZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,20.543000000000003
8735,Thailand,THA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,30.276
8736,Timor-Leste,TMP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,22.534
8737,Togo,TGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,30.705
8738,Tonga,TON,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,22.864
8739,Trinidad and Tobago,TTO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,9.622
8740,Tunisia,TUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,61.474
8741,Turkey,TUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,62.123000000000005
8742,Turkmenistan,TKM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,44.794
8743,Turks and Caicos Islands,TCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,79.928
8744,Tuvalu,TUV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,43.97
8745,Uganda,UGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,11.663
8746,Ukraine,UKR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,66.95100000000001
8747,United Arab Emirates,ARE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,78.319
8748,United Kingdom,GBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,78.35300000000001
8749,United States,USA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,77.257
8750,Uruguay,URY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,90.542
8751,Uzbekistan,UZB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,38.44
8752,Vanuatu,VUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,20.164
8753,Venezuela, RB,VEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,86.24
8754,Vietnam,VNM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,22.187
8755,Virgin Islands (U.S.),VIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,90.437
8756,West Bank and Gaza,WBG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,70.21600000000001
8757,Yemen, Rep.,YEM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,23.76
8758,Zambia,ZMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,37.104
8759,Zimbabwe,ZWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1995,31.732
8760,Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,52.0480983905845
8761,Caribbean small states,CSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,40.628332088931
8762,Central Europe and the Baltics,CEB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,61.6958129204033
8763,East Asia & Pacific (all income levels),EAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,38.0674957538103
8764,East Asia & Pacific (developing only),EAP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.0989280625345
8765,Euro area,EMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,72.10659315104071
8766,Europe & Central Asia (all income levels),ECS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,68.0533686936744
8767,Europe & Central Asia (developing only),ECA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,56.92043654942
8768,European Union,EUU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,71.1864827331084
8769,Fragile and conflict affected situations,FCS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,34.2601809308824
8770,Heavily indebted poor countries (HIPC),HPC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,27.3743332546636
8771,High income,HIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,76.1423322522749
8772,High income: nonOECD,NOC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,77.8248568675402
8773,High income: OECD,OEC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,75.6780888691788
8774,Latin America & Caribbean (all income levels),LCN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,73.4312375449812
8775,Latin America & Caribbean (developing only),LAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,70.923770347569
8776,Least developed countries: UN classification,LDC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,23.191947078222103
8777,Low & middle income,LMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,36.60330740961
8778,Low income,LIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,23.827145364102503
8779,Lower middle income,LMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,31.6389311351553
8780,Middle East & North Africa (all income levels),MEA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,57.0370062471466
8781,Middle East & North Africa (developing only),MNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,53.8631012128014
8782,Middle income,MIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,37.781551837676
8783,North America,NAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,77.67174203653141
8784,OECD members,OED,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,74.8155838638876
8785,Other small states,OSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,39.242804982039
8786,Pacific island small states,PSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.3224500030665
8787,Small states,SST,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,39.14230947249629
8788,South Asia,SAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,26.408887795792108
8789,Sub-Saharan Africa (all income levels),SSF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,29.366544263765697
8790,Sub-Saharan Africa (developing only),SSA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,29.356639216824004
8791,Upper middle income,UMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,44.3258613982309
8792,World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,45.0573695379699
8793,Afghanistan,AFG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,20.055
8794,Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,39.473
8795,Algeria,DZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,56.774
8796,American Samoa,ASM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,86.04299999999999
8797,Andorra,ADO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,93.425
8798,Angola,AGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,29.57
8799,Antigua and Barbuda,ATG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.59
8800,Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,88.366
8801,Armenia,ARM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,65.781
8802,Aruba,ABW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,48.356
8803,Australia,AUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,86.28299999999999
8804,Austria,AUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,65.8
8805,Azerbaijan,AZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,51.896
8806,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,81.18
8807,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,88.385
8808,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,22.064
8809,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.386
8810,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,68.308
8811,Belgium,BEL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,96.851
8812,Belize,BLZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,47.528
8813,Benin,BEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,37.071
8814,Bermuda,BMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,100.0
8815,Bhutan,BTN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,21.456
8816,Bolivia,BOL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,59.891000000000005
8817,Bosnia and Herzegovina,BIH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,39.39
8818,Botswana,BWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,49.83
8819,Brazil,BRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,78.30199999999999
8820,Brunei Darussalam,BRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,69.158
8821,Bulgaria,BGR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,68.007
8822,Burkina Faso,BFA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,15.407
8823,Burundi,BDI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,7.412000000000001
8824,Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,49.70399999999999
8825,Cambodia,KHM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,17.683
8826,Cameroon,CMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,43.164
8827,Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,77.95100000000001
8828,Cayman Islands,CYM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,100.0
8829,Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,37.312
8830,Chad,TCD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,21.506
8831,Channel Islands,CHI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,30.4
8832,Chile,CHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,84.861
8833,China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,31.916
8834,Colombia,COL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,70.832
8835,Comoros,COM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,28.257
8836,Congo, Dem. Rep.,ZAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.289
8837,Congo, Rep.,COG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,56.832
8838,Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,55.465
8839,Cote d'Ivoire,CIV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,41.587
8840,Croatia,HRV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,55.031000000000006
8841,Cuba,CUB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,74.426
