index,acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
27167,0.0267,['2Pac' 'R.L. Hugger' 'Samuel J. "Tone" Barnes'],0.757,266507.0,4.441783333333333,0.706,1.0,5avQSAKB1dOEeIQBqV4jgW,0.0,8.0,0.197,-6.665,1.0,Until The End Of Time,58.0,2001-01-01,0.203,96.976,0.375,2001.0
17827,0.37,['Drake'],0.636,236000.0,3.933333333333333,0.5479999999999999,0.0,7hfmDgabHGV3SNHDUwWlvu,0.000525,6.0,0.0918,-7.178,0.0,Headlines,42.0,2011-11-15,0.08900000000000001,152.05,0.422,2011.0
28791,0.307,['XXXTENTACION'],0.731,163202.0,2.7200333333333333,0.204,1.0,2UwbhMie1EAYuTZ0QXeMwl,0.0109,9.0,0.0989,-11.314,0.0,Save Me,71.0,2017-08-25,0.0369,142.141,0.191,2017.0
19304,0.000348,['The National'],0.342,217027.0,3.6171166666666665,0.944,0.0,67MnV8Vbo6ebOZKYp5oi3n,0.257,0.0,0.0848,-3.873,1.0,Abel,46.0,2005-04-11,0.0489,158.805,0.413,2005.0
38791,0.0324,['Fortunate Youth'],0.8270000000000001,280033.0,4.667216666666667,0.713,0.0,7nGhbhJyCL93AnZC9072PC,0.0,9.0,0.14800000000000002,-5.948,0.0,Trippin,52.0,2013-03-19,0.0539,139.993,0.867,2013.0
35002,0.0323,['KAYTRANADA' 'Syd'],0.8240000000000001,227707.0,3.7951166666666665,0.396,0.0,2b4SSorCTQ2VzmllaeWuuT,0.00289,2.0,0.108,-9.663,1.0,YOU'RE THE ONE,66.0,2016-05-06,0.332,118.053,0.252,2016.0
24169,0.0471,['Easton Corbin'],0.491,163067.0,2.7177833333333337,0.841,0.0,6XD3HMATLswheYevIfKkSi,0.0,5.0,0.0886,-3.579,1.0,All Over The Road,63.0,2012-01-01,0.0421,199.851,0.721,2012.0
4547,0.378,['Baby Bash' 'Perla Cruz' 'Russell Lee'],0.812,198893.0,3.3148833333333334,0.5660000000000001,0.0,6brGEL5xDlBWnjyVW22typ,0.0,0.0,0.135,-6.808,1.0,Shorty DooWop,41.0,2003-01-01,0.0733,99.029,0.8320000000000001,2003.0
19093,0.000231,['Staind'],0.277,237667.0,3.961116666666667,0.949,0.0,4Q1XmQnyT8ZqQBYVu16mPi,0.0,8.0,0.149,-2.596,1.0,How About You,39.0,2003-05-13,0.171,114.616,0.204,2003.0
40085,7.840000000000001e-05,['Rammstein'],0.496,235627.0,3.927116666666667,0.934,0.0,4hLS1e3mrL0gbm8BqX1VvN,0.344,5.0,0.115,-5.305,1.0,TE QUIERO PUTA!,53.0,2005-10-27,0.145,159.931,0.268,2005.0
19896,0.166,['Chris Brown'],0.722,247960.0,4.132666666666667,0.727,0.0,3OqX0Aw2U2ptIbOF4uCLEG,0.0,1.0,0.177,-3.374,1.0,Up To You,47.0,2011-03-22,0.0508,120.04,0.6559999999999999,2011.0
122,0.843,['Luis Aguilar' 'Antonio Aguilar'],0.5870000000000001,240907.0,4.015116666666667,0.389,0.0,5XjtX9V4qh0WCGnK8MWQBr,0.0,0.0,0.246,-7.547999999999999,1.0,El Mala Estrella,49.0,2001-11-07,0.0544,128.094,0.769,2001.0
39544,0.0348,['Sean Kingston'],0.7340000000000001,201653.0,3.3608833333333332,0.639,0.0,45O0tUN9Bh6LH4eNxQ07AT,0.0,1.0,0.102,-3.241,1.0,Eenie Meenie,64.0,2020-02-28,0.0316,121.212,0.836,2020.0
41231,0.00165,['Mick Gordon'],0.5770000000000001,70771.0,1.1795166666666668,0.647,0.0,2UKgx2oba7CltHLACr3xdT,0.8059999999999999,2.0,0.154,-7.647,1.0,At Doom's Gate,62.0,2016-09-28,0.0569,160.987,0.236,2016.0
16752,0.124,['Kenny Chesney'],0.59,189960.0,3.166,0.461,0.0,1snDZ254nn2CHbocIJfy0l,5.8e-05,2.0,0.0896,-8.601,1.0,All I Need to Know,33.0,2000-09-25,0.0282,139.746,0.3670000000000001,2000.0
29866,0.4970000000000001,['Annaleigh Ashford' 'Delta Nus' 'Dequina Moore' 'Laura Bell Bundy' 'Leslie Kritzer'],0.57,346813.0,5.780216666666666,0.481,0.0,2av1BBGdN9DW1u7rvoRhMM,0.0,7.0,0.425,-9.741,1.0,Omigod You Guys,56.0,2007-07-16,0.645,159.939,0.622,2007.0
26308,0.0819,['Colt Ford' 'Jason Aldean'],0.613,220125.0,3.66875,0.7090000000000001,0.0,5BzDjeCZYxDd35rYSWY0yk,0.0,7.0,0.11,-7.407999999999999,1.0,Drivin’ Around Song (feat. Jason Aldean),59.0,2012-08-07,0.0387,134.972,0.523,2012.0
7110,0.0556,['Sheek Louch'],0.8140000000000001,198880.0,3.3146666666666667,0.552,1.0,68Yo5RVCA3TmNE3d5TiVaX,0.0,1.0,0.0635,-5.36,1.0,Good Love,46.0,2008-03-18,0.255,97.811,0.778,2008.0
41505,0.0643,['Conan Gray'],0.643,174320.0,2.905333333333333,0.716,0.0,54GASuUdLbhhdyECNUp3Pb,0.0,2.0,0.14,-6.733,1.0,The King,68.0,2019-03-08,0.0915,81.027,0.8540000000000001,2019.0
39751,0.165,['Bob Marley & The Wailers'],0.7,130120.0,2.1686666666666667,0.46,0.0,45fy6crLPOVh8z4H7TQ51N,7.22e-06,2.0,0.107,-8.75,0.0,Sun Is Shining,42.0,2001-01-01,0.18600000000000005,72.682,0.684,2001.0
3763,0.11,['Kid Cudi' 'Pharrell Williams'],0.809,238387.0,3.973116666666667,0.685,1.0,3f2k8op0nWDoZM4pXim6wG,0.00363,2.0,0.183,-7.916,1.0,Surfin',58.0,2016-09-30,0.045,130.00799999999998,0.8270000000000001,2016.0
2303,0.0145,['Blondie'],0.659,272267.0,4.5377833333333335,0.78,0.0,0P2fgmJp3a3PEu808hiQ1Y,0.0349,4.0,0.181,-8.425,1.0,Heart Of Glass - Special Mix,41.0,2002-01-01,0.0309,114.421,0.8079999999999999,2002.0
4721,0.411,['Los Rehenes'],0.631,172867.0,2.8811166666666663,0.639,0.0,2ePXCAV87TJ6cCSb0udHsX,1.52e-05,7.0,0.404,-4.526,1.0,No Me Importa,45.0,2005-01-01,0.0297,79.964,0.899,2005.0
4350,0.903,['Jean Sibelius' 'Sakari Oramo' 'City Of Birmingham Symphony Orchestra'],0.177,485667.0,8.09445,0.127,0.0,6HknRM996YMa7VSBFYlnPJ,0.901,8.0,0.114,-19.167,1.0,Sibelius : Finlandia Op.26,46.0,2001-09-01,0.0394,149.69799999999995,0.0612,2001.0
6197,0.0569,['Pitbull' 'Daddy Yankee' 'Natti Natasha'],0.8340000000000001,198453.0,3.30755,0.8079999999999999,0.0,4gqMVEJSaL5nNeKj5WmVoT,0.0005200000000000001,11.0,0.222,-2.597,1.0,No Lo Trates,72.0,2019-04-26,0.0542,104.026,0.8290000000000001,2019.0
7099,0.00168,['Kelly Clarkson'],0.514,217293.0,3.62155,0.91,0.0,24y3tSyLdRbpVsKhQrR2oj,0.00187,7.0,0.224,-2.978,0.0,Never Again,46.0,2007,0.0714,145.907,0.472,2007.0
17590,0.0663,['Thirty Seconds To Mars'],0.402,326983.0,5.449716666666666,0.723,0.0,01v7kv0RTVaX4Vs8GcOGOP,2e-06,6.0,0.233,-5.26,1.0,This Is War,52.0,2009,0.0579,160.047,0.224,2009.0
40820,0.457,['DJ Drez'],0.619,240973.0,4.016216666666667,0.316,0.0,3QbtJmJeeh8JE5EtAD1Eh0,0.916,1.0,0.12,-10.919,1.0,Nectar Drop,55.0,2012-04-17,0.037000000000000005,80.005,0.508,2012.0
3318,0.812,['Lana Del Rey'],0.189,158654.0,2.644233333333333,0.317,0.0,5QWex1FyG3NhqIfJsJUqxj,0.0719,10.0,0.214,-8.631,1.0,Blue Velvet,48.0,2012-11-12,0.028,84.809,0.251,2012.0
6953,0.774,['Mickey Mouse' 'Goofy' 'Minnie Mouse'],0.7809999999999999,118600.0,1.9766666666666666,0.721,0.0,2uvswpSXsIHdWd2T5cJnlx,0.0,10.0,0.0921,-4.136,1.0,A Mouse Like Me,43.0,2006-01-01,0.191,110.152,0.747,2006.0
4670,0.00884,['Creed'],0.38,239373.0,3.98955,0.722,0.0,3F1qkJx3flPUWadfFQcOEj,0.0016300000000000002,2.0,0.221,-5.766,1.0,One Last Breath,45.0,2004-01-01,0.0356,130.009,0.17,2004.0
34845,0.385,['Isaiah Rashad' 'Jay Rock' 'ScHoolboy Q'],0.682,426997.0,7.116616666666667,0.7170000000000001,1.0,01wKeKPgYxdPYA8rfMveYc,0.0,1.0,0.152,-3.682,1.0,Shot You Down (feat. Jay Rock & ScHoolboy Q),56.0,2014-01-28,0.246,90.147,0.507,2014.0
24022,0.00564,['3OH!3' 'Kesha'],0.682,192440.0,3.207333333333333,0.889,0.0,17tDv8WA8IhqE8qzuQn707,0.0,0.0,0.36,-4.166,1.0,My First Kiss (feat. Ke$ha),63.0,2010-06-25,0.0804,138.02100000000002,0.8270000000000001,2010.0
29517,0.0146,['Staind'],0.505,276840.0,4.614,0.687,0.0,6WrOZ59ScdQXE24zcYNyyA,0.0218,3.0,0.189,-5.174,0.0,Zoe Jane,51.0,2003-05-13,0.0288,118.045,0.0473,2003.0
2388,0.994,['Erik Satie' 'Jean-Yves Thibaudet'],0.16699999999999998,216680.0,3.6113333333333335,0.0026100000000000003,0.0,5uaqfXP4wBosOea7QLokJP,0.887,9.0,0.076,-38.553,0.0,Gnossiennes: No. 4,45.0,2002-01-01,0.0426,63.029,0.104,2002.0
35226,0.0168,['J Balvin' 'Willy William'],0.5479999999999999,185040.0,3.084,0.7040000000000001,0.0,7COfe3P7KgfwDwIRB8LIDw,2.25e-05,11.0,0.14300000000000002,-4.838,0.0,Mi Gente,74.0,2018-05-25,0.0777,104.666,0.28800000000000003,2018.0
15870,0.815,['fun.' 'Janelle Monáe'],0.445,272547.0,4.5424500000000005,0.29600000000000004,0.0,5tbz0VnVwfF3jubvjDGdHo,0.0,5.0,0.0562,-7.091,1.0,We Are Young (feat. Janelle Monáe) - Acoustic [Acoustic],46.0,2012-02-21,0.0419,169.331,0.289,2012.0
22523,0.263,['Monte Booker' 'Smino'],0.718,177856.0,2.9642666666666666,0.403,0.0,4IOYk6epkzXT38U4ShauZ6,1.56e-06,2.0,0.228,-11.064,0.0,Kolors,75.0,2016-06-29,0.205,129.582,0.636,2016.0
36899,0.24,['SoMo'],0.491,269467.0,4.491116666666667,0.745,1.0,0GprcPh962hOBopHNuUsLV,1.31e-06,10.0,0.282,-6.46,0.0,We Can Make Love,53.0,2014-01-01,0.117,124.072,0.388,2014.0
34113,0.8909999999999999,['Amy Adams' 'James Marsden'],0.244,192853.0,3.2142166666666667,0.35,0.0,0enYe3J97eUBaxSbZvYNsQ,0.000701,0.0,0.279,-9.488,1.0,True Love's Kiss - From "Enchanted"/ Soundtrack Version,51.0,2007-01-01,0.0374,95.941,0.359,2007.0
774,0.669,['Vicente Fernández'],0.563,172560.0,2.876,0.293,0.0,5sQiPI9krkeb9aAvl7tDyn,4.41e-05,0.0,0.302,-9.323,1.0,El Último Beso,52.0,2007-08-26,0.0331,102.961,0.63,2007.0
37351,0.95,['Anson Seabra'],0.561,222468.0,3.7077999999999998,0.0587,0.0,06qUEhhx6jKQmhj2qAkn4H,0.0,5.0,0.0828,-17.819000000000006,1.0,Trying My Best,70.0,2019-12-13,0.0762,143.02700000000004,0.342,2019.0
39922,0.0463,['TLC'],0.799,218027.0,3.633783333333333,0.642,0.0,0x71Ua6hHfdKWgk4XPmNn6,0.0,8.0,0.0616,-5.523,0.0,No Scrubs,47.0,2003-09-30,0.13,92.907,0.536,2003.0
6816,0.126,['Toubab Krewe'],0.5489999999999999,331120.0,5.518666666666666,0.726,0.0,2uRKV1gBNv6qdpDqr0aGJh,0.481,4.0,0.0968,-7.212999999999999,0.0,Hang Tan,42.0,2005-01-01,0.0392,110.676,0.6920000000000001,2005.0
19505,0.4270000000000001,['Cardenales De Nuevo León'],0.768,186093.0,3.10155,0.735,0.0,1xJ0qqQGrsLtvgvKaGDIcd,0.0,9.0,0.0704,-4.8889999999999985,1.0,Hermoso Amor,44.0,2007-09-04,0.0703,96.944,0.6890000000000001,2007.0
34192,0.0384,['Daddy Yankee' 'Randy'],0.617,267747.0,4.4624500000000005,0.7709999999999999,0.0,3nCFiwtuVqVJmnSasApvr3,3.32e-06,10.0,0.162,-5.586,0.0,Salgo Pa' la Calle,64.0,2008-08-12,0.112,180.002,0.5529999999999999,2008.0
26321,0.00454,['Taylor Swift'],0.622,217973.0,3.6328833333333335,0.469,0.0,0ciHz919LVKoH4zgxyMPZ9,2.25e-06,3.0,0.0398,-6.797999999999999,0.0,I Knew You Were Trouble.,58.0,2012-10-22,0.0363,77.01899999999998,0.679,2012.0
8961,0.0176,['Ciara' 'Missy Elliott'],0.805,231773.0,3.8628833333333334,0.8959999999999999,0.0,3x9LFpV6tzq0qWaBMvY2UT,0.00293,7.0,0.336,-2.53,0.0,1 2 Step (feat. Missy Elliott) - Don Candiani Reggaeton Mix,42.0,2005-07-12,0.0414,98.738,0.7759999999999999,2005.0
31621,0.5760000000000001,['Klaus Badelt'],0.368,112507.0,1.8751166666666668,0.361,0.0,35gFlKdC4Pmo88Go1cVrae,0.959,2.0,0.0985,-12.536,0.0,The Medallion Calls,50.0,2003-07-22,0.0312,96.456,0.0868,2003.0
7298,0.0534,['Rob Thomas'],0.5710000000000001,240320.0,4.005333333333334,0.77,0.0,4L9J2or96xvWhQwWw09fHO,1.02e-06,0.0,0.129,-5.4979999999999976,1.0,Mockingbird,45.0,2009-06-22,0.0314,141.996,0.613,2009.0
1993,0.0715,['Avicii'],0.5920000000000001,277262.0,4.621033333333333,0.873,0.0,0vrmHPfoBadXVr2n0m1aqZ,0.00982,9.0,0.142,-5.65,1.0,Heaven,76.0,2019-06-06,0.0275,122.011,0.516,2019.0
5783,0.141,['Kacey Musgraves'],0.644,214987.0,3.5831166666666667,0.643,0.0,43xanDcfSBWuURZCWbItzf,1.3e-06,6.0,0.101,-7.241,1.0,Dime Store Cowgirl,53.0,2015-06-23,0.0275,99.967,0.606,2015.0
25056,0.0206,['M.O.P.' 'Busta Rhymes' 'Teflon' 'Remi Martin'],0.68,247693.0,4.128216666666667,0.894,1.0,5osSw3tL07Tuid7AWsvYcc,0.0,1.0,0.462,-4.86,1.0,Ante Up (feat. Busta Rhymes Teflon & Remi Martin) - Remix,62.0,2000-08-29,0.255,94.089,0.8029999999999999,2000.0
39368,0.0858,['Dreamville' 'EARTHGANG' 'J. Cole' 'Smino' 'Saba'],0.825,382307.0,6.371783333333334,0.672,1.0,7wTA0NKIm6T7nP2kaymU2a,0.0,0.0,0.123,-7.108,1.0,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),67.0,2019-07-05,0.418,147.01,0.246,2019.0
10701,0.0071,['50 Cent'],0.7809999999999999,255040.0,4.250666666666667,0.8640000000000001,1.0,2hARTYV46zzxDEjui6AXy1,0.000466,6.0,0.0895,-3.739,1.0,Places To Go,39.0,2002-10-29,0.0538,79.995,0.618,2002.0
31150,0.0289,['Leeland'],0.4320000000000001,503240.0,8.387333333333334,0.524,0.0,40ozK0lCJ0EQzVGWsCNUhk,0.0,4.0,0.682,-8.721,1.0,Way Maker - Live,71.0,2019-09-13,0.0321,135.95600000000002,0.183,2019.0
20278,0.0127,['Tyler The Creator' 'Wanya Morris' 'Dâm-Funk' 'Austin Feinstein' 'Syd'],0.289,190285.0,3.1714166666666666,0.7020000000000001,1.0,5DXJ7agkkKytxX8Z2x1fY3,0.000205,5.0,0.7490000000000001,-7.3279999999999985,0.0,BLOW MY LOAD (feat. Wanya Morris Dâm-Funk Austin Feinstein & Sydney Bennett),51.0,2015-04-13,0.0811,96.733,0.172,2015.0
19817,0.00129,['THE KOXX'],0.583,276973.0,4.616216666666667,0.84,0.0,6c7JQdDL94DF8ECGCwT3zG,0.575,4.0,0.0906,-4.964,0.0,A Fool Moon Night,47.0,2010-06-15,0.034,137.977,0.44,2010.0
4081,0.277,['Khalid'],0.4320000000000001,231653.0,3.8608833333333332,0.52,0.0,2vsuel3g4zaLYSOY0mOMbi,0.371,1.0,0.138,-5.515,0.0,Bad Luck,67.0,2019-04-05,0.0548,164.047,0.303,2019.0
26000,0.0195,['Cascada'],0.76,206307.0,3.43845,0.6940000000000001,0.0,1fvD4tBLGypUG0Tg2nHHus,0.0,0.0,0.29,-5.856,1.0,Evacuate the Dancefloor - Radio Edit,55.0,2009-08-18,0.0458,127.009,0.9,2009.0
6431,0.226,['Blu Cantrell'],0.682,248733.0,4.14555,0.8270000000000001,0.0,5k3sanOGourYTSWNvphUnz,0.0,10.0,0.434,-2.594,0.0,Hit 'Em up Style (Oops!),38.0,2001-09-25,0.042,89.979,0.698,2001.0
24250,0.00215,['Taylor Swift'],0.6579999999999999,230133.0,3.83555,0.7290000000000001,0.0,3bIxTsfeNMO7Nt2J3EUKrA,0.0013,7.0,0.0752,-6.561,1.0,22,60.0,2012-10-22,0.0378,104.007,0.6679999999999999,2012.0
10195,0.369,['eli.'],0.899,264000.0,4.4,0.259,0.0,76cQg9zKImVOYRz6sU6xvw,0.0741,5.0,0.103,-8.266,1.0,i'm sad,64.0,2017-11-14,0.0638,119.948,0.384,2017.0
12934,0.322,['Valentín Elizalde'],0.606,153587.0,2.5597833333333333,0.442,0.0,1zjAw8ZDES8FdCriHShU6s,0.000431,5.0,0.461,-7.872000000000001,1.0,Rodolfo Campa Roldan,45.0,2003-01-01,0.0697,199.383,0.972,2003.0
10497,0.362,['J.I the Prince of N.Y'],0.624,188291.0,3.138183333333333,0.619,1.0,16wLw9iFIrk607LWq2qVpr,1.46e-05,0.0,0.14,-6.999,0.0,Proud Of Me,63.0,2020-04-10,0.206,87.838,0.557,2020.0
36515,0.112,['Vampire Weekend'],0.785,178667.0,2.9777833333333334,0.6920000000000001,0.0,1W2ox3KxfTEQfO5NdOaK7E,0.00505,9.0,0.326,-5.647,1.0,White Sky,48.0,2010-01-12,0.0776,102.019,0.944,2010.0
8303,0.00335,['King Von'],0.86,194586.0,3.2431,0.62,1.0,0kSnpKOS1bUguBGe2z661G,0.0,1.0,0.133,-6.465,1.0,Took Her To The O,63.0,2020-02-21,0.375,159.98,0.479,2020.0
3514,0.873,['Sticky Fingers'],0.594,252300.0,4.205,0.273,0.0,5uBK8Ap1BCEc4GgMcEjeic,0.0,5.0,0.0895,-9.402,1.0,Rum Rage,66.0,2014-08-01,0.0291,131.851,0.362,2014.0
11834,0.3720000000000001,['Rainbow Kitten Surprise'],0.6990000000000001,221546.0,3.6924333333333332,0.458,0.0,35mL8keNDi2VLHrFXZCgJR,1.33e-06,0.0,0.111,-12.357,1.0,Shameful Company,48.0,2013-11-19,0.106,129.991,0.269,2013.0
22043,0.246,['JAY-Z' 'Kanye West' 'Frank Ocean' 'The-Dream'],0.654,272507.0,4.541783333333333,0.7509999999999999,1.0,3Osd3Yf8K73aj4ySn6LrvK,0.0179,8.0,0.16699999999999998,-7.507999999999999,0.0,No Church In The Wild,70.0,2011-08-08,0.105,92.781,0.568,2011.0
65,0.0232,['Big Moe'],0.893,261427.0,4.357116666666667,0.438,0.0,0iqUHPYSODJxsCfUDuPtm5,0.0,9.0,0.605,-10.517,1.0,City Of Syrup (feat. Z-Ro & Tyte Eyez),38.0,2000-07-25,0.134,104.451,0.423,2000.0
23877,0.0829,['Toby Keith'],0.519,165693.0,2.76155,0.907,0.0,0gjqyr5z7poniYymKRwsCN,1.57e-06,9.0,0.325,-2.681,1.0,American Ride,61.0,2009-10-06,0.0665,174.085,0.794,2009.0
38182,0.00511,['Fall Out Boy'],0.459,203507.0,3.3917833333333336,0.8909999999999999,0.0,0Xm1MphW32ekOkhnoe61lk,0.0,10.0,0.106,-5.057,0.0,Thnks fr th Mmrs,52.0,2007-02-06,0.0623,154.83700000000005,0.588,2007.0
38884,0.254,["D'Angelo"],0.6709999999999999,200840.0,3.3473333333333333,0.733,0.0,7gQzzsppcAezKh0HFjrG3q,0.218,7.0,0.207,-7.88,1.0,The Charade,58.0,2014-12-15,0.0653,120.08,0.462,2014.0
23487,2.55e-05,['Disturbed'],0.54,212040.0,3.534,0.977,0.0,5hkgrWxkobGtg30I7DsfVu,0.0553,1.0,0.0533,-3.409,1.0,Ten Thousand Fists,63.0,2005-09-19,0.0878,106.911,0.211,2005.0
15741,0.499,['Daft Punk'],0.185,101680.0,1.6946666666666668,0.0362,0.0,6d0B924xI8hHs3Xk7enRjj,0.74,9.0,0.11,-27.285,0.0,Nocturne,43.0,2010-01-01,0.0373,75.131,0.0335,2010.0
18125,0.00329,['I Prevail'],0.509,207960.0,3.466,0.981,1.0,5qjgV8n0pqmyq73wGbbizP,0.0,11.0,0.0486,-4.5,0.0,The Enemy,49.0,2014-12-16,0.116,125.026,0.163,2014.0
1088,0.0972,['Pigeon John'],0.774,203667.0,3.39445,0.8170000000000001,0.0,4eYmH4Sh0ibdU9nmnbu7aM,2.13e-06,7.0,0.14300000000000002,-3.076,1.0,The Bomb,51.0,2010-10-12,0.0338,93.011,0.8340000000000001,2010.0
12625,0.44,['Boards of Canada'],0.636,367480.0,6.124666666666667,0.253,0.0,1ilA1w8ewwREeAEHY2rqKa,0.873,7.0,0.0866,-14.707,0.0,In A Beautiful Place Out In The Country,43.0,2000-11-27,0.0385,98.541,0.0427,2000.0
40993,0.872,['A Great Big World'],0.447,233267.0,3.887783333333333,0.158,0.0,2fPb58e6f8KxejYDCaARwS,1.58e-06,2.0,0.0816,-7.5710000000000015,1.0,Say Something,59.0,2014-01-20,0.036000000000000004,140.942,0.142,2014.0
20747,0.479,['Offset'],0.936,241440.0,4.024,0.5589999999999999,1.0,2MJdgSby3DtSS7bUJx2cly,0.0,7.0,0.129,-8.591000000000001,0.0,Red Room,62.0,2019-02-14,0.158,112.339,0.517,2019.0
15602,0.0011,['The Bloody Beetroots' 'Steve Aoki'],0.654,203731.0,3.3955166666666665,0.6,0.0,1YjoltHfLwCcatHe6xydrm,0.882,1.0,0.0403,-6.174,1.0,Warp 1.9 (feat. Steve Aoki),48.0,2009-08-25,0.264,130.166,0.406,2009.0
34081,0.6940000000000001,['Leona Lewis'],0.507,247440.0,4.124,0.448,0.0,4QOJF00kfJNF5qqM4U669Z,0.0,8.0,0.114,-5.166,1.0,Footprints in the Sand,59.0,2007,0.0281,119.934,0.123,2007.0
29454,0.118,['Duelo'],0.513,181667.0,3.0277833333333333,0.556,0.0,2cBzuJhVILqkpFAYxHwm64,0.0,11.0,0.16,-8.642999999999999,0.0,Amiga Soledad,55.0,2002,0.0613,172.267,0.7759999999999999,2002.0
38045,0.0766,['Slim Thug' 'Bun B' 'T.I.'],0.534,290680.0,4.844666666666667,0.6759999999999999,1.0,72nHswSA1ycvthWo5XaUHw,0.0,1.0,0.136,-5.987,1.0,3 Kings,45.0,2005-01-01,0.344,75.443,0.389,2005.0
18553,0.662,['Blanco White'],0.5720000000000001,247373.0,4.122883333333333,0.409,0.0,0vrlxoXcbwD8Sklwy59N9g,0.29600000000000004,3.0,0.125,-11.384,1.0,Olalla,65.0,2018-10-29,0.0377,129.983,0.35100000000000003,2018.0
4668,0.00127,['Girls Aloud'],0.6629999999999999,205360.0,3.4226666666666667,0.95,0.0,6SHvqMjPEQqyJaxuEzNcr3,0.00492,7.0,0.0753,-4.21,1.0,Love Machine,61.0,2004-01-01,0.0621,116.02,0.6970000000000001,2004.0
38948,0.911,['Coldplay'],0.23,323480.0,5.391333333333334,0.21600000000000005,0.0,77yuzxCS3csrgTPSW0pvyk,0.8290000000000001,10.0,0.0934,-14.727,1.0,O,63.0,2014-05-19,0.0376,92.022,0.0618,2014.0
13989,0.033,['Ariel Pink'],0.442,292276.0,4.871266666666667,0.836,0.0,6gf5PPir6CwXMF991iOHI6,0.0018,2.0,0.621,-2.366,1.0,Dayzed Inn Daydreams,52.0,2014-11-17,0.0322,140.00799999999998,0.627,2014.0
786,0.413,['Esperanza de Vida'],0.493,374491.0,6.241516666666667,0.52,0.0,1l1xlZZlbfgQdTq86MQcpy,0.0,9.0,0.649,-5.8439999999999985,1.0,Me rindo ante ti,53.0,2007-11-27,0.0261,139.875,0.26,2007.0
25937,0.0254,['Ice Cube' 'Lil Jon' 'Snoop Dogg'],0.726,231933.0,3.86555,0.757,1.0,3Feec7M9kLXDHag4iZcBxU,0.0,0.0,0.7020000000000001,-7.155,1.0,Go To Church,60.0,2008-01-01,0.191,83.979,0.679,2008.0
18297,0.7509999999999999,['Rihanna'],0.53,202507.0,3.3751166666666665,0.391,0.0,7Jd5LgnSRQElW6FsTWVPzE,6.97e-05,10.0,0.187,-9.096,1.0,Never Ending,57.0,2016-01-28,0.0286,82.215,0.521,2016.0
7472,0.916,['Tyler Childers'],0.539,191840.0,3.1973333333333334,0.27,0.0,6denfvGQPtw5mb5iHUD1qb,0.00048,8.0,0.278,-12.998,1.0,Detroit,45.0,2011-10-11,0.0301,66.495,0.5479999999999999,2011.0
33360,0.0378,['OutKast' 'Khujo Goodie'],0.7290000000000001,214707.0,3.5784499999999997,0.959,1.0,1Jo3u8eXp8xobbrvq0FIi9,0.0,2.0,0.312,-2.7260000000000004,1.0,Gasoline Dreams (with Khujo Goodie),46.0,2000-10-31,0.234,95.082,0.508,2000.0
17858,0.0627,['Stone Sour'],0.28600000000000003,325627.0,5.427116666666667,0.547,0.0,0pVL6gE6ebXHExO9IzrJDQ,3.16e-06,4.0,0.112,-7.922999999999999,1.0,Taciturn,55.0,2012-10-17,0.0318,174.717,0.453,2012.0
10833,0.005379999999999999,['Liz Phair'],0.561,204627.0,3.41045,0.911,0.0,5fIGsUTmNIfJLZhqCd4D5h,5.67e-06,9.0,0.329,-4.261,1.0,Extraordinary,40.0,2003-01-01,0.0685,112.015,0.6609999999999999,2003.0
10744,0.953,['Rodrigo y Gabriela'],0.491,254933.0,4.248883333333334,0.299,0.0,23jaacZ4V3mdoMJYWrDI3n,0.8240000000000001,9.0,0.122,-9.819,1.0,30 De Marzo,44.0,2002-09-27,0.043,108.336,0.102,2002.0
32494,0.0784,['Victorious Cast' 'Elizabeth Gillies'],0.4970000000000001,173760.0,2.896,0.973,0.0,6mSL6E1oxowyr3qknFAHTm,8.09e-06,7.0,0.0946,-2.949,1.0,You Don't Know Me,54.0,2012-11-06,0.462,166.829,0.212,2012.0
19691,0.527,['Banda Machos'],0.8740000000000001,206054.0,3.4342333333333332,0.516,0.0,3bwG3XvUOo3D9d0vtiMma2,0.00045,0.0,0.311,-7.795,1.0,Mi luna mi estrella,46.0,2009-03-24,0.0315,111.768,0.97,2009.0
19510,0.156,['Robert Earl Keen'],0.503,293387.0,4.889783333333333,0.614,0.0,7aJUDR4y5tVWYH1higXJIH,8.89e-05,2.0,0.604,-10.875,1.0,Gringo Honeymoon,38.0,2007-06-26,0.0296,108.631,0.493,2007.0
14882,0.0985,['Red Hot Chili Peppers'],0.51,270827.0,4.5137833333333335,0.8590000000000001,0.0,4QzublfsJid9WfyzcHSU98,5.61e-06,0.0,0.21600000000000005,-3.482,1.0,Runaway - 2006 Remaster,45.0,2002-07-09,0.0364,131.868,0.252,2002.0
18485,3.17e-05,['The 1975'],0.334,196589.0,3.276483333333333,0.7859999999999999,1.0,4rmIfFUZhhi9sS5IYtpkXw,0.0,11.0,0.517,-5.002,1.0,Give Yourself A Try,64.0,2018-11-30,0.0592,182.933,0.901,2018.0
33031,0.0973,['Miguel'],0.638,201627.0,3.36045,0.708,0.0,6xagjcywpcyNFghafZPQJv,0.0,1.0,0.177,-5.3420000000000005,0.0,Banana Clip,65.0,2017-12-01,0.0754,84.978,0.606,2017.0
