net_wealth,service_involvement,high_wealth
119987.0146715812,6.0,0.0
140658.43462726468,6.0,0.0
113541.83065965344,14.0,0.0
157838.37211088403,9.0,0.0
146561.63259668133,16.0,0.0
98550.02637235427,10.0,0.0
80615.73770741098,15.0,0.0
153514.5384009027,19.0,0.0
138943.23684476735,8.0,0.0
190163.75512017965,13.0,0.0
146664.18417265848,16.0,0.0
171805.15445717424,15.0,0.0
168590.98023513195,13.0,0.0
123577.37852004102,16.0,0.0
115664.16303501218,19.0,0.0
165781.31890518236,18.0,0.0
99301.30764784403,12.0,0.0
147075.44268243955,5.0,0.0
182801.6773983083,16.0,0.0
158725.51454273702,14.0,0.0
143104.91141522286,12.0,0.0
197721.6346119027,6.0,0.0
165282.23528550926,6.0,0.0
216209.62227328852,14.0,0.0
191744.7833534326,14.0,0.0
181751.61529770948,14.0,0.0
151456.17246796022,19.0,0.0
111484.31180322565,14.0,0.0
75951.90602032021,5.0,0.0
101848.32456877404,12.0,0.0
160029.58186648812,13.0,0.0
171889.8185763102,14.0,0.0
120150.87173102277,9.0,0.0
154937.39290788505,19.0,0.0
96883.29477431905,15.0,0.0
181285.2792122239,12.0,0.0
131600.33042018051,5.0,0.0
180861.42443774367,16.0,0.0
71237.8014896697,14.0,0.0
203009.45191374625,9.0,0.0
216202.86432905187,11.0,0.0
145750.49774220074,8.0,0.0
134673.04147030783,8.0,0.0
133360.19386882242,17.0,0.0
212933.38030734737,12.0,0.0
215218.1223129372,5.0,0.0
150833.15164862084,17.0,0.0
166457.34824912102,16.0,0.0
223571.9509798102,9.0,0.0
96616.744651394,14.0,0.0
173320.00164233847,6.0,0.0
251120.4243845245,68.0,1.0
186203.94256306472,40.0,1.0
260958.3703683654,54.0,1.0
274015.87807968026,66.0,1.0
251951.45810395907,51.0,1.0
270150.98468796804,68.0,1.0
335266.20975276333,63.0,1.0
264642.7628130128,51.0,1.0
289507.8843259385,45.0,1.0
214313.28398469664,62.0,1.0
208001.2396035094,44.0,1.0
290315.6839529871,45.0,1.0
239597.59117501337,55.0,1.0
250164.45941409623,52.0,1.0
228548.77299229312,62.0,1.0
241827.06879120076,44.0,1.0
261220.0122682042,40.0,1.0
284084.8165957154,58.0,1.0
263552.0266056579,52.0,1.0
245704.02420723892,55.0,1.0
311801.0790698497,50.0,1.0
209368.3643271925,62.0,1.0
228433.5848574207,57.0,1.0
311208.5820113968,53.0,1.0
236798.8509903137,52.0,1.0
245471.2700570853,64.0,1.0
224907.8898091889,42.0,1.0
263283.29885166016,47.0,1.0
260851.5525238877,50.0,1.0
255943.44465734228,52.0,1.0
256854.6295716899,48.0,1.0
277384.9589555648,64.0,1.0
188886.8612897807,58.0,1.0
200017.5215366966,62.0,1.0
217315.32478268316,69.0,1.0
267483.1796095159,65.0,1.0
310627.4185591351,61.0,1.0
216656.88024075425,66.0,1.0
291028.2298063533,57.0,1.0
219193.2109323421,64.0,1.0
242130.61780767704,61.0,1.0
270720.39933005406,62.0,1.0
242002.56926489028,59.0,1.0
234321.97620616652,42.0,1.0
219690.1723788039,69.0,1.0
213789.95663432704,54.0,1.0
229725.90539046688,50.0,1.0
305218.3428276565,53.0,1.0
203931.5905148305,65.0,1.0
237867.30208521767,69.0,1.0
256356.31078589876,67.0,1.0
214474.82245346863,49.0,1.0
320763.508490248,57.0,1.0
271412.60799469333,54.0,1.0
213498.66598093603,49.0,1.0
263021.0035678997,55.0,1.0
265486.57183826645,58.0,1.0
301114.7329834968,67.0,1.0
168184.90069786803,40.0,1.0
200037.103286208,52.0,1.0
172943.41142348037,47.0,1.0
265201.6474670358,52.0,1.0
255510.91282703017,56.0,1.0
165941.35522864136,42.0,1.0
186113.7032762725,67.0,1.0
200862.11625191304,44.0,1.0
222347.2140281404,56.0,1.0
246415.12997464524,42.0,1.0
252193.46382205948,65.0,1.0
303066.6575280568,57.0,1.0
208522.5273868109,42.0,1.0
256536.29723317985,52.0,1.0
223139.26805047647,69.0,1.0
259426.25806817325,64.0,1.0
223689.9737685222,47.0,1.0
224395.8796344159,44.0,1.0
173417.2020691285,58.0,1.0
210663.7781759477,46.0,1.0
239249.7581825723,48.0,1.0
154992.26335946526,62.0,1.0
257465.0925643523,64.0,1.0
203966.05246189656,49.0,1.0
178763.5789886393,46.0,1.0
253646.04782482176,60.0,1.0
239668.2659270354,69.0,1.0
238437.6256790034,55.0,1.0
244539.86714780208,68.0,1.0
267766.627719484,65.0,1.0
232820.890389004,48.0,1.0
274158.0817104506,45.0,1.0
176295.63598723555,55.0,1.0
222344.4617420688,60.0,1.0
248883.7318830364,51.0,1.0
243459.85910488435,50.0,1.0
189299.8388582834,61.0,1.0
256076.41047798013,43.0,1.0
202065.89622143997,49.0,1.0
271170.3585765414,56.0,1.0
259059.33744753755,59.0,1.0
260580.9302831592,56.0,1.0
227936.7101130624,60.0,1.0
208975.95155630005,57.0,1.0
232860.09536582828,61.0,1.0
219865.95786281087,50.0,1.0
221180.3414449754,55.0,1.0
237037.9435379024,43.0,1.0
179501.3560614892,67.0,1.0
234676.16804333555,40.0,1.0
227033.591526729,42.0,1.0
258450.65794065865,62.0,1.0
305953.9952744503,45.0,1.0
274969.47877308057,48.0,1.0
244438.4814599961,44.0,1.0
238304.10809919905,58.0,1.0
236668.6516377356,47.0,1.0
285409.97873355466,66.0,1.0
236047.89671897667,67.0,1.0
267418.351647755,41.0,1.0
209031.2264284054,42.0,1.0
242846.28091280835,60.0,1.0
235052.5139154241,66.0,1.0
229366.00709578604,64.0,1.0
229254.8459254276,50.0,1.0
211223.29312229232,55.0,1.0
248335.1804989036,44.0,1.0
176785.70821505474,41.0,1.0
248189.091027852,46.0,1.0
320504.7362894385,58.0,1.0
273632.9343289332,42.0,1.0
231481.94677480232,62.0,1.0
265214.3209506612,59.0,1.0
226586.57716368145,66.0,1.0
226677.70178237543,64.0,1.0
215122.6156863277,62.0,1.0
253327.8446552722,69.0,1.0
234685.3217273968,45.0,1.0
201552.7245925499,52.0,1.0
212133.72885993187,40.0,1.0
179945.10655652703,51.0,1.0
171491.66480613514,53.0,1.0
257004.8761766416,55.0,1.0
339205.652028614,56.0,1.0
203584.05356201183,58.0,1.0
300591.08532309666,44.0,1.0
217312.2720647473,66.0,1.0
209799.62216218936,57.0,1.0
259496.82984780692,64.0,1.0
221510.1716070444,60.0,1.0
264787.9236349924,60.0,1.0
268094.2425151174,56.0,1.0
280784.2644046836,46.0,1.0
219339.33555695356,60.0,1.0
252972.40777990752,65.0,1.0
269890.6750419822,63.0,1.0
160624.0586710511,41.0,1.0
245753.3683341617,66.0,1.0
257799.6523682205,68.0,1.0
233126.928646349,56.0,1.0
151983.85220011632,42.0,1.0
271051.09213717544,57.0,1.0
228806.1582981388,51.0,1.0
195980.3173523332,69.0,1.0
211235.76763944817,49.0,1.0
232980.82757205795,49.0,1.0
233292.8461143801,44.0,1.0
278891.2967944306,57.0,1.0
215688.17549867817,42.0,1.0
202719.24563971063,60.0,1.0
320285.4443965299,45.0,1.0
220456.31455476297,46.0,1.0
190362.81323490597,44.0,1.0
219782.01046492116,57.0,1.0
284672.88627659413,44.0,1.0
260814.66184114976,68.0,1.0
296369.91972261766,54.0,1.0
305287.35329349246,64.0,1.0
236312.75576547827,45.0,1.0
242884.37255735928,64.0,1.0
242741.513557054,54.0,1.0
204076.3609042756,46.0,1.0
331630.5741810804,48.0,1.0
211130.51456158684,51.0,1.0
206340.3365226276,41.0,1.0
272284.12228986993,41.0,1.0
216099.16592444788,62.0,1.0
274365.58755858644,42.0,1.0
250486.39872762395,69.0,1.0
138379.44494997058,59.0,1.0
203286.7564328666,41.0,1.0
252438.3373529024,61.0,1.0
282862.065209882,49.0,1.0
193110.35602568416,43.0,1.0
239132.1761028155,63.0,1.0
246942.7733348513,56.0,1.0
215678.152285088,53.0,1.0
315582.04668598645,67.0,1.0
250565.4437601532,53.0,1.0
215576.01529270303,60.0,1.0
283314.4998717195,61.0,1.0
266314.458343174,67.0,1.0
