CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Spain,1990,38850435,75.351,
Sri Lanka,1990,17015000,18.566,
St. Kitts and Nevis,1990,40833,34.609,
St. Lucia,1990,138180,29.349,
St. Vincent and the Grenadines,1990,107509,41.409,
Sudan,1990,20008804,28.61,
Suriname,1990,408276,65.706,
Swaziland,1990,862728,22.908,
Sweden,1990,8558835,83.1,
Switzerland,1990,6715519,73.184,
Syrian Arab Republic,1990,12451539,48.931,
Tajikistan,1990,5297286,31.658,
Tanzania,1990,25458208,18.884,
Thailand,1990,56582824,29.424,
Timor-Leste,1990,740231,20.842,
Togo,1990,3786942,28.589,
Tonga,1990,95152,22.704,
Trinidad and Tobago,1990,1221904,8.534,
Tunisia,1990,8154400,57.946,
Turkey,1990,53994605,59.203,
Turkmenistan,1990,3668000,45.075,
Turks and Caicos Islands,1990,11550,74.343,
Tuvalu,1990,9004,40.661,
Uganda,1990,17384369,11.076,
Ukraine,1990,51892000,66.757,
United Arab Emirates,1990,1811458,79.051,
United Kingdom,1990,57247586,78.14,
United States,1990,249623000,75.3,
Uruguay,1990,3109987,88.973,
Uzbekistan,1990,20510000,40.172,
Vanuatu,1990,146633,18.715,
Venezuela,VEN,1990,19861959,84.284
Vietnam,1990,66016700,20.255,
Virgin Islands (U.S.),1990,103963,87.685,
West Bank and Gaza,1990,1978248,67.709,
Yemen,YEM,1990,11961099,20.931
Zambia,1990,8143142,39.407,
Zimbabwe,1990,10484771,28.988,
Arab World,1991,228177371,50.81176842,
Caribbean small states,1991,6001738,39.54893513,
Central Europe and the Baltics,1991,110290445,61.74153922,
East Asia & Pacific (all income levels),1991,1846409698,34.34329457,
East Asia & Pacific (developing only),1991,1627881291,28.93901095,
Euro area,1991,312611072,71.45909029,
Europe & Central Asia (all income levels),1991,846199873,67.71414769,
Europe & Central Asia (developing only),1991,238912959,56.5895232,
European Union,1991,478879335,70.66886756,
Fragile and conflict affected situations,1991,266496626,32.79622193,
Heavily indebted poor countries (HIPC),1991,365581300,25.68403923,
High income,1991,1212307029,75.06177013,
High income: nonOECD,1991,278295749,77.0914794,
High income: OECD,1991,934011280,74.50152079,
Latin America & Caribbean (all income levels),1991,454117634,70.98840971,
Latin America & Caribbean (developing only),1991,378303460,68.24333017,
Least developed countries: UN classification,1991,524324699,21.4856078,
Low & middle income,1991,4157436224,34.17235028,
Low income,1991,332433715,22.35441703,
Lower middle income,1991,1940144327,30.1761943,
Middle East & North Africa (all income levels),1991,261083151,55.23141354,
Middle East & North Africa (developing only),1991,232078456,52.00558237,
Middle income,1991,3825002509,35.19996454,
North America,1991,281211703,75.79816497,
OECD members,1991,1076267996,73.54250134,
Other small states,1991,13580617,36.25505803,
Pacific island small states,1991,1711895,31.48869799,
Small states,1991,21294250,36.80018243,
South Asia,1991,1157713321,25.27606092,
Sub-Saharan Africa (all income levels),1991,523007873,27.44058201,
Sub-Saharan Africa (developing only),1991,522546737,27.4314182,
Upper middle income,1991,1884858182,40.36602448,
World,1991,5369743253,43.28579289,
Afghanistan,1991,12789374,18.597,
Albania,1991,3266790,36.7,
Algeria,1991,26554277,52.871,
American Samoa,1991,48379,81.886,
Andorra,1991,56674,94.53,
Angola,1991,11472173,26.221,
Antigua and Barbuda,1991,62412,35.465,
Argentina,1991,33193920,87.328,
Armenia,1991,3511912,67.15,
Aruba,1991,64623,50.304,
Australia,1991,17284000,85.4,
Austria,1991,7754891,65.8,
Azerbaijan,1991,7271000,53.441,
Bahamas The,1991,261117,80.067,
Bahrain,1991,509654,88.329,
Bangladesh,1991,108509679,20.257,
Barbados,1991,261281,32.772,
Belarus,1991,10194000,66.374,
Belgium,1991,10004486,96.461,
Belize,1991,191127,47.306,
Benin,1991,5182525,35.247,
Bermuda,1991,59021,100,
Bhutan,1991,534678,17.161,
Bolivia,1991,6992521,56.579,
Bosnia and Herzegovina,1991,4437898,39.495,
Botswana,1991,1420098,45.292,
Brazil,1991,152916852,74.69,
Brunei Darussalam,1991,264365,66.53,
Bulgaria,1991,8632367,66.717,
Burkina Faso,1991,9050090,14.07,
Burundi,1991,5759429,6.455,
Cabo Verde,1991,349326,45.044,
Cambodia,1991,9323607,15.887,
Cameroon,1991,12430311,40.235,
Canada,1991,28171682,76.62,
Cayman Islands,1991,26211,100,
Central African Republic,1991,3010950,36.906,
Chad,1991,6151213,21.023,
Channel Islands,1991,141568,31.262,
Chile,1991,13354054,83.398,
China,1991,1150780000,27.312,
Colombia,1991,34916770,68.796,
Comoros,1991,427556,28.366,
Congo,ZAR,1991,36309209,31.067
Congo,COG,1991,2450125,54.743
Costa Rica,1991,3175654,50.916,
Cote d'Ivoire,1991,12600967,39.716,
Croatia,1991,4510000,54.335,
Cuba,1991,10664577,73.676,
Curacao,1991,144403,84.947,
Cyprus,1991,783138,67.188,
Czech Republic,1991,10308578,75.158,
Denmark,1991,5154298,84.871,
Djibouti,1991,610679,76.114,
Dominica,1991,70849,64.482,
Dominican Republic,1991,7325622,55.497,
Ecuador,1991,10460988,55.709,
Egypt,EGY,1991,57689828,43.345
El Salvador,1991,5321576,49.754,
Equatorial Guinea,1991,390381,35.748,
Eritrea,1991,3160644,15.926,
Estonia,1991,1561314,71.046,
Ethiopia,1991,49784987,12.867,
Faeroe Islands,1991,47494,30.814,
Fiji,1991,735469,42.381,
Finland,1991,5013740,79.843,
France,1991,58559312,74.229,
French Polynesia,1991,202020,57.616,
Gabon,1991,978252,70.462,
Gambia The,1991,949490,39.41,
Georgia,1991,4835900,54.799,
Germany,1991,80013896,73.269,
Ghana,1991,15042736,37.17,
Greece,1991,10256292,71.635,
Greenland,1991,55500,80.033,
Grenada,1991,96455,33.506,
Guam,1991,133553,91.061,
Guatemala,1991,9385000,41.513,
Guinea,1991,6367110,28.312,
Guinea-Bissau,1991,1080191,29.371,
Guyana,1991,717502,29.493,
Haiti,1991,7243391,29.641,
Honduras,1991,5041050,40.953,
Hong Kong SAR,HKG,1991,5752000,99.832
Hungary,1991,10373400,65.713,
Iceland,1991,257797,90.932,
India,1991,888513869,25.778,
Indonesia,1991,184614740,31.613,
Iran,IRN,1991,57288039,56.865
Iraq,1991,17952909,69.522,
Ireland,1991,3534235,57.046,
Isle of Man,1991,70963,51.745,
Israel,1991,4949000,90.463,
Italy,1991,56758521,66.706,
Jamaica,1991,2406042,49.656,
Japan,1991,123921000,77.473,
Jordan,1991,3545000,74.455,
Kazakhstan,1991,16450500,56.175,
Kenya,1991,24234087,17.043,
Kiribati,1991,73698,35.272,
Korea,PRK,1991,20510208,58.531
Korea,KOR,1991,43295704,74.972
Kuwait,1991,2007110,97.988,
Kyrgyz Republic,1991,4463600,37.49,
Lao PDR,1991,4371549,15.782,
Latvia,1991,2650581,69.201,
Lebanon,1991,2752473,83.472,
Lesotho,1991,1627900,14.527,
Liberia,1991,2066060,58,
Libya,1991,4499210,75.777,
Liechtenstein,1991,29111,16.821,
Lithuania,1991,3704134,67.523,
Luxembourg,1991,387000,81.13,
Macao SAR,MAC,1991,369484,99.805
Macedonia,MKD,1991,1988458,58.234
Madagascar,1991,11898267,24.119,
Malawi,1991,9604199,11.885,
Malaysia,1991,18709835,50.576,
Maldives,1991,227000,25.776,
Mali,1991,8672581,23.751,
Malta,1991,357727,90.497,
Marshall Islands,1991,48481,65.392,
Mauritania,1991,2080782,42.104,
Mauritius,1991,1070266,43.777,
Mexico,1991,87347208,71.816,
Micronesia,FSM,1991,98800,25.752
Moldova,1991,3704000,46.669,
Monaco,1991,29626,100,
Mongolia,1991,2217920,56.987,
Montenegro,1991,609861,49.165,
Morocco,1991,25410178,49.117,
Mozambique,1991,13719853,25.487,
Myanmar,1991,42588029,24.724,
Namibia,1991,1466152,27.919,
Nepal,1991,19237322,9.18,
Netherlands,1991,15069798,69.329,
New Caledonia,1991,175362,59.648,
New Zealand,1991,3495100,84.933,
Nicaragua,1991,4236805,52.577,
Niger,1991,8168834,15.449,
Nigeria,1991,98085436,30.176,
Northern Mariana Islands,1991,46719,89.697,
Norway,1991,4261732,72.265,
Oman,1991,1892345,67.796,
Pakistan,1991,110634399,30.826,
Palau,1991,15471,69.966,
Panama,1991,2522901,54.757,
Papua New Guinea,1991,4261933,14.816,
Paraguay,1991,4323402,49.439,
Peru,1991,22283130,69.3,
Philippines,1991,63509940,48.53,
Poland,1991,38246193,61.315,
Portugal,1991,9960235,48.469,
Puerto Rico,1991,3562110,93.106,
Qatar,1991,485114,93.291,
Romania,1991,23001155,53.93,
Russian Federation,1991,148624000,73.389,
Rwanda,1991,7071393,5.491,
Samoa,1991,164073,21.2,
San Marino,1991,24385,90.4,
Sao Tome and Principe,1991,115900,44.793,
Saudi Arabia,1991,16890555,77.223,
Senegal,1991,7749559,39.044,
Serbia,1991,7595636,50.768,
Seychelles,1991,70755,49.283,
Sierra Leone,1991,3945899,33.485,
Singapore,1991,3135100,100,
Slovak Republic,1991,5303294,56.78,
Slovenia,1991,1999429,50.507,
Solomon Islands,1991,320764,13.87,
Somalia,1991,6319531,30.007,
South Africa,1991,35933108,52.554,
South Sudan,1991,5698998,14.074,
Spain,1991,38939049,75.528,
Sri Lanka,1991,17267000,18.553,
St. Kitts and Nevis,1991,41009,34.474,
St. Lucia,1991,140159,29.572,
St. Vincent and the Grenadines,1991,107811,41.949,
Sudan,1991,20861117,29.84,
Suriname,1991,416068,65.78,
Swaziland,1991,887248,22.935,
Sweden,1991,8617375,83.204,
Switzerland,1991,6799978,73.781,
Syrian Arab Republic,1991,12817578,49.139,
Tajikistan,1991,5417554,31.09,
Tanzania,1991,26307482,19.208,
Thailand,1991,57225972,29.593,
Timor-Leste,1991,764884,21.215,
Togo,1991,3886858,29.005,
Tonga,1991,95304,22.736,
Trinidad and Tobago,1991,1229906,8.742,
Tunisia,1991,8318200,58.756,
Turkey,1991,54909508,59.976,
Turkmenistan,1991,3772350,44.99,
Turks and Caicos Islands,1991,12205,75.537,
Tuvalu,1991,9056,41.991,
Uganda,1991,17973428,11.338,
Ukraine,1991,52000470,66.796,
United Arab Emirates,1991,1913190,78.906,
United Kingdom,1991,57424897,78.112,
United States,1991,252981000,75.701,
Uruguay,1991,3132048,89.304,
Uzbekistan,1991,20952000,39.828,
Vanuatu,1991,150779,18.998,
Venezuela,VEN,1991,20332247,84.701
Vietnam,1991,67242400,20.625,
Virgin Islands (U.S.),1991,104807,88.285,
West Bank and Gaza,1991,2068845,68.219,
Yemen,YEM,1991,12571240,21.489
Zambia,1991,8361381,38.989,
Zimbabwe,1991,10763036,29.738,
Arab World,1992,232406302,50.78986713,
Caribbean small states,1992,6047269,39.75628784,
Central Europe and the Baltics,1992,110005636,61.82028789,
East Asia & Pacific (all income levels),1992,1870507435,35.05609652,
East Asia & Pacific (developing only),1992,1650544592,29.74334041,
Euro area,1992,314036613,71.61452308,
Europe & Central Asia (all income levels),1992,849633122,67.79896788,
Europe & Central Asia (developing only),1992,240445513,56.69633029,
European Union,1992,480313031,70.8140423,
Fragile and conflict affected situations,1992,274006899,33.1704705,
Heavily indebted poor countries (HIPC),1992,377011630,26.09252407,
High income,1992,1219635819,75.25420521,
High income: nonOECD,1992,278453585,77.09919465,
High income: OECD,1992,941182234,74.74901183,
Latin America & Caribbean (all income levels),1992,462201058,71.49732339,
Latin America & Caribbean (developing only),1992,385177748,68.80753788,
Least developed countries: UN classification,1992,539125756,21.86974845,
Low & middle income,1992,4233647370,34.66387766,
Low income,1992,342050447,22.68919433,
Lower middle income,1992,1980929189,30.47733111,
Middle East & North Africa (all income levels),1992,265325554,55.32028454,
Middle East & North Africa (developing only),1992,237431427,52.38588258,
Middle income,1992,3891596923,35.71691017,
North America,1992,285092192,76.18094154,
OECD members,1992,1086103411,73.80933199,
Other small states,1992,13901028,36.90718213,
Pacific island small states,1992,1741313,31.85795287,
Small states,1992,21689610,37.29613433,
South Asia,1992,1182764267,25.49907031,
Sub-Saharan Africa (all income levels),1992,537759561,27.87481133,
Sub-Saharan Africa (developing only),1992,537283823,27.86526405,
Upper middle income,1992,1910667734,41.14386166,
World,1992,5453283189,43.62485044,
Afghanistan,1992,13745630,18.882,
Albania,1992,3247039,37.249,
Algeria,1992,27180921,53.657,
American Samoa,1992,49597,82.789,
Andorra,1992,58904,94.324,
Angola,1992,11848971,26.872,
Antigua and Barbuda,1992,63434,35.085,
Argentina,1992,33655149,87.542,
Armenia,1992,3449497,66.878,
Aruba,1992,68235,49.998,
Australia,1992,17495000,85.566,
Austria,1992,7840709,65.8,
Azerbaijan,1992,7382000,53.132,
Bahamas The,1992,266133,80.293,
Bahrain,1992,522748,88.398,
Bangladesh,1992,110987459,20.61,
Barbados,1992,262184,32.894,
Belarus,1992,10216000,66.766,
Belgium,1992,10045158,96.542,
Belize,1992,194321,47.351,
Benin,1992,5378226,35.827,
Bermuda,1992,58595,100,
Bhutan,1992,528085,17.962,
Bolivia,1992,7131699,57.548,
Bosnia and Herzegovina,1992,4301169,39.474,
Botswana,1992,1460453,46.443,
Brazil,1992,155379009,75.444,
Brunei Darussalam,1992,271989,67.078,
Bulgaria,1992,8540164,67.056,
Burkina Faso,1992,9297116,14.33,
Burundi,1992,5895131,6.637,
Cabo Verde,1992,358473,45.973,
Cambodia,1992,9659238,16.234,
Cameroon,1992,12796739,40.817,
Canada,1992,28519597,76.887,
Cayman Islands,1992,27402,100,
Central African Republic,1992,3089141,36.987,
Chad,1992,6350174,21.235,
Channel Islands,1992,142258,31.076,
Chile,1992,13566942,83.564,
China,1992,1164970000,28.2,
Colombia,1992,35558683,69.311,
Comoros,1992,440252,28.435,
Congo,ZAR,1992,37783835,31.506
Congo,COG,1992,2514907,55.162
Costa Rica,1992,3257463,51.83,
Cote d'Ivoire,1992,13046907,40.088,
Croatia,1992,4470000,54.475,
Cuba,1992,10735775,73.827,
Curacao,1992,143912,85.444,
Cyprus,1992,800660,67.598,
Czech Republic,1992,10319123,75.03,
Denmark,1992,5171370,84.898,
Djibouti,1992,627063,76.161,
Dominica,1992,70978,64.569,
Dominican Republic,1992,7468551,55.767,
Ecuador,1992,10705670,56.226,
Egypt,EGY,1992,58922018,43.212
El Salvador,1992,5392142,50.275,
Equatorial Guinea,1992,404081,36.766,
Eritrea,1992,3160617,16.062,
Estonia,1992,1533091,70.86,
Ethiopia,1992,51602776,13.116,
Faeroe Islands,1992,46574,30.842,
Fiji,1992,744534,43.156,
Finland,1992,5041992,80.128,
France,1992,58851216,74.401,
French Polynesia,1992,205269,57.372,
Gabon,1992,1004598,71.749,
Gambia The,1992,979701,40.52,
Georgia,1992,4873500,54.559,
Germany,1992,80624598,73.36,
Ghana,1992,15471527,37.905,
Greece,1992,10369866,71.757,
Greenland,1992,55300,80.301,
Grenada,1992,97201,33.765,
Guam,1992,136696,91.32,
Guatemala,1992,9619113,41.912,
Guinea,1992,6751394,28.601,
Guinea-Bissau,1992,1104708,30.335,
Guyana,1992,717621,29.404,
Haiti,1992,7386974,30.8,
Honduras,1992,5179557,41.448,
Hong Kong SAR,HKG,1992,5800500,99.979
Hungary,1992,10369341,65.587,
Iceland,1992,261057,91.112,
India,1992,906461358,25.984,
Indonesia,1992,187762097,32.703,
Iran,IRN,1992,58130099,57.653
Iraq,1992,18468521,69.337,
Ireland,1992,3558430,57.265,
Isle of Man,1992,71306,51.754,
Israel,1992,5123000,90.565,
Italy,1992,56797087,66.742,
Jamaica,1992,2423044,49.896,
Japan,1992,124229000,77.61,
Jordan,1992,3733000,75.586,
Kazakhstan,1992,16439095,56.083,
Kenya,1992,25029754,17.342,
Kiribati,1992,74773,35.555,
Korea,PRK,1992,20838082,58.679
Korea,KOR,1992,43747962,75.82
Kyrgyz Republic,1992,4515400,37.203,
Lao PDR,1992,4496971,16.133,
Latvia,1992,2614338,68.852,
Lebanon,1992,2821868,83.818,
Lesotho,1992,1660360,15.106,
Liberia,1992,2028672,55.019,
Libya,1992,4596811,75.832,
Liechtenstein,1992,29503,16.736,
Lithuania,1992,3700114,67.464,
Luxembourg,1992,392175,81.528,
Macao SAR,MAC,1992,377799,99.839
Macedonia,MKD,1992,1977033,58.764
Madagascar,1992,12263899,24.681,
Malawi,1992,9682918,12.218,
Malaysia,1992,19204700,51.814,
Maldives,1992,234000,25.713,
Mali,1992,8891141,24.186,
Malta,1992,361260,90.611,
Marshall Islands,1992,49382,65.728,
Mauritania,1992,2140250,42.887,
Mauritius,1992,1084441,43.653,
Mexico,1992,89110043,72.209,
Micronesia,FSM,1992,101412,25.686
Moldova,1992,3706000,46.575,
Monaco,1992,29864,100,
Mongolia,1992,2243506,56.942,
Montenegro,1992,610328,50.218,
Morocco,1992,25866445,49.844,
Mozambique,1992,14203987,25.98,
Myanmar,1992,43126260,24.896,
Namibia,1992,1513689,28.336,
Nepal,1992,19765570,9.585,
Netherlands,1992,15184166,70.223,
New Caledonia,1992,179799,59.759,
New Zealand,1992,3531700,85.034,
Nicaragua,1992,4331273,52.817,
Niger,1992,8442330,15.529,
Nigeria,1992,100592458,30.677,
Northern Mariana Islands,1992,49429,89.662,
Norway,1992,4286401,72.665,
Oman,1992,1979914,69.447,
Pakistan,1992,113616165,31.077,
Palau,1992,15894,70.337,
Panama,1992,2575330,55.609,
Papua New Guinea,1992,4369407,14.629,
Paraguay,1992,4432738,50.186,
Peru,1992,22737056,69.697,
Philippines,1992,65078901,48.47,
Poland,1992,38363667,61.359,
Portugal,1992,9952494,49.13,
Puerto Rico,1992,3585176,93.267,
Qatar,1992,489668,93.763,
Romania,1992,22794284,54.227,
Russian Federation,1992,148689000,73.385,
Rwanda,1992,6712924,6.288,
Samoa,1992,165568,21.258,
San Marino,1992,24755,90.4,
Sao Tome and Principe,1992,118346,45.764,
Saudi Arabia,1992,17398523,77.851,
Senegal,1992,7990736,39.188,
Serbia,1992,7646424,51.037,
Seychelles,1992,71657,49.322,
Sierra Leone,1992,3929182,33.72,
Singapore,1992,3230700,100,
Slovak Republic,1992,5305016,56.719,
Slovenia,1992,1996498,50.534,
Solomon Islands,1992,329984,14.065,
Somalia,1992,6294017,30.359,
South Africa,1992,36690739,53.038,
South Sudan,1992,5593347,14.912,
Spain,1992,39067745,75.61,
Sri Lanka,1992,17426000,18.541,
St. Kitts and Nevis,1992,41360,34.283,
St. Lucia,1992,141934,29.369,
St. Vincent and the Grenadines,1992,108001,42.306,
Sudan,1992,21820588,31.103,
Suriname,1992,423572,65.854,
Swaziland,1992,907947,22.964,
Sweden,1992,8668067,83.361,
Switzerland,1992,6875364,73.73,
Syrian Arab Republic,1992,13186187,49.347,
Tajikistan,1992,5523207,30.527,
Tanzania,1992,27203865,19.536,
Thailand,1992,57761574,29.763,
Timor-Leste,1992,792846,21.54,
Togo,1992,3984356,29.425,
Tonga,1992,95421,22.768,
Trinidad and Tobago,1992,1237486,8.955,
Tunisia,1992,8489900,59.562,
Turkey,1992,55811134,60.518,
Turkmenistan,1992,3881973,44.904,
Turks and Caicos Islands,1992,12970,76.694,
Tuvalu,1992,9103,42.751,
Uganda,1992,18571527,11.418,
Ukraine,1992,52150266,66.835,
United Arab Emirates,1992,2019014,78.76,
United Kingdom,1992,57580402,78.172,
United States,1992,256514000,76.097,
Uruguay,1992,3154853,89.627,
Uzbekistan,1992,21449000,39.484,
Vanuatu,1992,155242,19.285,
Venezuela,VEN,1992,20799471,85.099
Vietnam,1992,68450100,21,
Virgin Islands (U.S.),1992,105711,88.86,
West Bank and Gaza,1992,2163591,68.726,
Yemen,YEM,1992,13245003,22.058
Zambia,1992,8576987,38.514,
Zimbabwe,1992,11019717,30.499,
Arab World,1993,238577631,51.13592539,
Caribbean small states,1993,6096016,39.96427473,
Central Europe and the Baltics,1993,110081461,61.77941024,
East Asia & Pacific (all income levels),1993,1893708684,35.78493484,
East Asia & Pacific (developing only),1993,1672375813,30.56169406,
Euro area,1993,315275812,71.75507096,
Europe & Central Asia (all income levels),1993,852664422,67.86197315,
Europe & Central Asia (developing only),1993,241843532,56.75864006,
European Union,1993,481925994,70.91344075,
Fragile and conflict affected situations,1993,281787906,33.50376214,
Heavily indebted poor countries (HIPC),1993,388837016,26.47488999,
High income,1993,1228426035,75.47508185,
High income: nonOECD,1993,280529160,77.24112894,
High income: OECD,1993,947896875,74.99142123,
Latin America & Caribbean (all income levels),1993,470263697,71.99416454,
Latin America & Caribbean (developing only),1993,392032035,69.35158443,
Least developed countries: UN classification,1993,554321297,22.24316246,
Low & middle income,1993,4309167596,35.15329487,
Low income,1993,351987725,23.00469482,
Lower middle income,1993,2021636325,30.7777927,
Middle East & North Africa (all income levels),1993,271261333,55.72696226,
Middle East & North Africa (developing only),1993,242523161,52.77810618,
Middle income,1993,3957179871,36.23443912,
North America,1993,288811320,76.55908612,
OECD members,1993,1095491426,74.07144135,
Other small states,1993,14210350,37.50562858,
Pacific island small states,1993,1772270,32.2307837,
Small states,1993,22078636,37.76105345,
South Asia,1993,1208041497,25.72264883,
Sub-Saharan Africa (all income levels),1993,552842678,28.2973226,
Sub-Saharan Africa (developing only),1993,552351558,28.28735569,
Upper middle income,1993,1935543546,41.9282562,
World,1993,5537593631,43.98212278,
Afghanistan,1993,14824371,19.17,
Albania,1993,3227287,37.799,
Algeria,1993,27785977,54.439,
American Samoa,1993,50725,83.654,
Andorra,1993,61003,94.111,
Angola,1993,12246786,27.53,
Antigua and Barbuda,1993,64868,34.709,
Argentina,1993,34110912,87.752,
Armenia,1993,3369673,66.606,
Aruba,1993,72498,49.588,
Australia,1993,17667000,85.748,
Austria,1993,7905633,65.8,
Azerbaijan,1993,7495000,52.824,
Bahamas The,1993,271165,80.518,
Bahrain,1993,535692,88.395,
Bangladesh,1993,113442354,20.966,
Barbados,1993,263091,33.016,
Belarus,1993,10239000,67.155,
Belgium,1993,10084475,96.622,
Belize,1993,197615,47.395,
Benin,1993,5582420,36.136,
Bermuda,1993,58910,100,
Bhutan,1993,518847,18.791,
Bolivia,1993,7273824,58.167,
Bosnia and Herzegovina,1993,4141167,39.453,
Botswana,1993,1500356,47.286,
Brazil,1993,157812220,76.181,
Brunei Darussalam,1993,279717,67.604,
Bulgaria,1993,8472313,67.33,
Burkina Faso,1993,9552473,14.593,
Burundi,1993,6019901,6.823,
Cabo Verde,1993,368423,46.902,
Cambodia,1993,10007092,16.587,
Cameroon,1993,13169100,41.399,
Canada,1993,28833410,77.152,
Cayman Islands,1993,28652,100,
Central African Republic,1993,3170848,37.068,
Chad,1993,6556628,21.408,
Channel Islands,1993,142822,30.891,
Chile,1993,13778676,83.896,
China,1993,1178440000,29.103,
Colombia,1993,36195170,69.82,
Comoros,1993,453188,28.39,
Congo,ZAR,1993,39314955,31.946
Congo,COG,1993,2581306,55.58
Costa Rica,1993,3341005,52.741,
Cote d'Ivoire,1993,13499696,40.461,
Croatia,1993,4640000,54.614,
Cuba,1993,10797556,73.977,
Curacao,1993,144299,86.224,
Cyprus,1993,818814,67.792,
Czech Republic,1993,10329855,74.901,
Denmark,1993,5188628,84.925,
Djibouti,1993,639215,76.207,
Dominica,1993,71205,64.656,
Dominican Republic,1993,7611463,56.037,
Ecuador,1993,10951200,56.74,
Egypt,EGY,1993,60108373,43.079
El Salvador,1993,5461834,51.382,
Equatorial Guinea,1993,418409,37.792,
Eritrea,1993,3150811,16.21,
Estonia,1993,1494128,70.674,
Ethiopia,1993,53477944,13.37,
Faeroe Islands,1993,45501,30.87,
Fiji,1993,755024,43.933,
Finland,1993,5066447,80.409,
France,1993,59106766,74.572,
French Polynesia,1993,208349,57.128,
Gabon,1993,1031358,72.999,
Gambia The,1993,1008296,41.586,
Georgia,1993,4911100,54.32,
Germany,1993,81156363,73.381,
Ghana,1993,15907244,38.644,
Greece,1993,10465528,71.878,
Greenland,1993,55200,80.503,
Grenada,1993,98302,34.025,
Guam,1993,139820,91.571,
Guatemala,1993,9860063,42.31,
Guinea,1993,7155564,28.89,
Guinea-Bissau,1993,1129706,31.091,
Guyana,1993,719910,29.315,
Haiti,1993,7530703,31.39,
Honduras,1993,5318042,41.943,
Hong Kong SAR,HKG,1993,5901000,100
Hungary,1993,10357523,65.461,
Iceland,1993,263725,91.287,
India,1993,924475633,26.191,
Indonesia,1993,190873248,33.808,
Iran,IRN,1993,58811858,58.519
Iraq,1993,19021967,69.152,
Ireland,1993,3576261,57.484,
Isle of Man,1993,71486,51.764,
Israel,1993,5261000,90.666,
Italy,1993,56831821,66.802,
Jamaica,1993,2441024,50.136,
Japan,1993,124536000,77.746,
Jordan,1993,3906000,76.68,
Kazakhstan,1993,16330419,55.992,
Kenya,1993,25824736,17.645,
Kiribati,1993,75722,35.839,
Korea,PRK,1993,21166230,58.826
Korea,KOR,1993,44194628,76.645
Kyrgyz Republic,1993,4516700,36.918,
Lao PDR,1993,4621685,16.49,
Latvia,1993,2563290,68.799,
Lebanon,1993,2900862,84.157,
Lesotho,1993,1693459,15.703,
Liberia,1993,2006349,52.009,
Libya,1993,4691934,75.886,
Liechtenstein,1993,29921,16.651,
Lithuania,1993,3682613,67.404,
Luxembourg,1993,397475,81.857,
Macao SAR,MAC,1993,385041,99.867
Macedonia,MKD,1993,1964924,59.291
Madagascar,1993,12643864,25.251,
Malawi,1993,9697635,12.558,
Malaysia,1993,19700762,53.109,
Maldives,1993,242000,25.649,
Mali,1993,9131449,24.624,
Malta,1993,364704,90.723,
Marshall Islands,1993,50052,66.063,
Mauritania,1993,2202201,43.672,
Mauritius,1993,1097374,43.53,
Mexico,1993,90887097,72.598,
Micronesia,FSM,1993,103937,25.62
Moldova,1993,3701000,46.481,
Monaco,1993,30138,100,
Mongolia,1993,2263204,56.896,
Montenegro,1993,609984,51.267,
Morocco,1993,26314339,50.569,
Mozambique,1993,14775877,26.479,
Myanmar,1993,43642311,25.086,
Namibia,1993,1559480,28.823,
Nepal,1993,20312687,10.005,
Netherlands,1993,15290368,71.1,
New Caledonia,1993,184496,59.869,
New Zealand,1993,3572200,85.134,
Nicaragua,1993,4426577,53.056,
Niger,1993,8732500,15.61,
Nigeria,1993,103145093,31.182,
Northern Mariana Islands,1993,52120,89.627,
Norway,1993,4311991,73.061,
Oman,1993,2066264,71.044,
Pakistan,1993,116579605,31.329,
Palau,1993,16345,70.704,
Panama,1993,2628511,56.456,
Papua New Guinea,1993,4480689,14.445,
Paraguay,1993,4541902,50.844,
Peru,1993,23184222,70.089,
Philippines,1993,66654954,48.41,
Poland,1993,38461408,61.404,
Portugal,1993,9964675,49.789,
Puerto Rico,1993,3615497,93.424,
Qatar,1993,492120,94.203,
Romania,1993,22763280,54.074,
Russian Federation,1993,148520000,73.381,
Rwanda,1993,6300358,7.313,
Samoa,1993,167206,21.347,
San Marino,1993,25141,90.839,
Sao Tome and Principe,1993,120849,46.717,
Saudi Arabia,1993,17890529,78.186,
Senegal,1993,8234147,39.332,
Serbia,1993,7699307,51.306,
Seychelles,1993,72711,49.375,
Sierra Leone,1993,3893891,33.955,
Singapore,1993,3313500,100,
Slovak Republic,1993,5325305,56.659,
Slovenia,1993,1991746,50.561,
Solomon Islands,1993,339490,14.262,
Somalia,1993,6269244,30.711,
South Africa,1993,37473796,53.521,
South Sudan,1993,5484372,15.626,
Spain,1993,39189400,75.692,
Sri Lanka,1993,17646000,18.529,
St. Kitts and Nevis,1993,41836,34.093,
St. Lucia,1993,143592,29.167,
St. Vincent and the Grenadines,1993,108097,42.663,
Sudan,1993,22829227,32.127,
Suriname,1993,430901,65.928,
Swaziland,1993,926224,22.992,
Sweden,1993,8718561,83.516,
Switzerland,1993,6938265,73.679,
Syrian Arab Republic,1993,13559642,49.555,
Tajikistan,1993,5616797,29.972,
Tanzania,1993,28122799,19.867,
Thailand,1993,58237672,29.934,
Timor-Leste,1993,820471,21.867,
Togo,1993,4081398,29.848,
Tonga,1993,95532,22.8,
Trinidad and Tobago,1993,1244410,9.173,
