headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
151.0,562.0,193.0,126.0,100012.48457282988,0.1
157.0,603.0,214.0,141.0,99998.72518389078,0.1
153.0,585.0,213.0,131.0,100006.994356666,0.1
148.0,554.0,192.0,128.0,99992.64749539972,0.1
159.0,575.0,194.0,128.0,100003.79216099362,0.1
147.0,543.0,188.0,123.0,99987.2533817948,0.1
162.0,586.0,201.0,137.0,99988.63086177933,0.1
158.0,583.0,203.0,136.0,100020.8848180455,0.1
151.0,553.0,190.0,135.0,100001.3164681724,0.1
159.0,579.0,194.0,130.0,100011.0371481803,0.1
150.0,547.0,192.0,130.0,99973.23158623652,0.1
153.0,566.0,197.0,130.0,99997.62301536332,0.1
153.0,586.0,208.0,130.0,99998.24216740242,0.1
160.0,583.0,195.0,126.0,99994.4176145945,0.1
153.0,568.0,197.0,127.0,100001.39655568234,0.1
153.0,562.0,191.0,138.0,99991.33654748228,0.1
150.0,573.0,201.0,130.0,100012.5586114342,0.1
153.0,558.0,187.0,125.0,100006.58932887993,0.1
162.0,557.0,186.0,134.0,99988.55644260002,0.1
154.0,558.0,191.0,131.0,100004.84654717674,0.1
160.0,590.0,203.0,139.0,100003.145199031,0.1
140.0,569.0,203.0,129.0,100016.10881477383,0.1
160.0,588.0,200.0,126.0,100010.55868602185,0.1
161.0,597.0,202.0,136.0,99988.8168016312,0.1
169.0,614.0,209.0,136.0,99992.22824678056,0.1
155.0,576.0,200.0,136.0,100009.94435002356,0.1
154.0,586.0,208.0,132.0,99986.78486621648,0.1
168.0,600.0,205.0,137.0,100005.99902041774,0.1
152.0,551.0,189.0,133.0,99993.21651933006,0.1
169.0,583.0,202.0,141.0,100005.08945072853,0.1
156.0,585.0,208.0,136.0,100005.38264819332,0.1
156.0,588.0,207.0,133.0,100003.74533657078,0.1
156.0,561.0,191.0,132.0,99992.53182759344,0.1
140.0,564.0,202.0,132.0,100000.33537867316,0.1
153.0,573.0,204.0,129.0,100012.20222478276,0.1
147.0,535.0,181.0,127.0,99998.15400167408,0.1
160.0,580.0,199.0,130.0,100004.466743623,0.1
151.0,549.0,189.0,130.0,100016.48747795074,0.1
158.0,580.0,203.0,137.0,100019.09528691552,0.1
142.0,543.0,194.0,135.0,100015.54689474682,0.1
161.0,578.0,196.0,138.0,100001.42777673136,0.1
155.0,594.0,204.0,133.0,100001.02803356902,0.1
152.0,570.0,199.0,135.0,99998.23399875531,0.1
154.0,579.0,202.0,132.0,99994.8793241758,0.1
160.0,589.0,209.0,137.0,99998.36049786776,0.1
146.0,551.0,196.0,128.0,99985.89034028388,0.1
154.0,583.0,207.0,134.0,100005.78024943736,0.1
149.0,559.0,192.0,136.0,99997.15364847243,0.1
152.0,563.0,192.0,127.0,100011.312648708,0.1
151.0,562.0,197.0,135.0,100010.50003438264,0.1
148.0,603.0,215.0,128.0,100013.93015753572,0.1
150.0,542.0,189.0,124.0,99992.23190608068,0.1
158.0,586.0,202.0,135.0,99997.73324640922,0.1
158.0,570.0,193.0,135.0,99992.69787177331,0.1
174.0,555.0,181.0,136.0,99984.40904837528,0.1
160.0,585.0,205.0,139.0,99993.29797030897,0.1
155.0,580.0,205.0,120.0,99992.07259383844,0.1
153.0,572.0,201.0,126.0,100011.30605177364,0.1
152.0,574.0,201.0,134.0,99972.60858261037,0.1
153.0,588.0,204.0,123.0,100005.1031497816,0.1
156.0,572.0,196.0,121.0,99997.46380679168,0.1
164.0,587.0,203.0,130.0,99995.42337332318,0.1
160.0,568.0,192.0,138.0,99996.93963503264,0.1
153.0,564.0,198.0,138.0,100004.65757555758,0.1
159.0,607.0,213.0,145.0,99999.02024349458,0.1
164.0,583.0,199.0,139.0,100023.78239620768,0.1
155.0,564.0,197.0,132.0,100001.96845764734,0.1
157.0,575.0,204.0,134.0,99995.29156690124,0.1
153.0,583.0,205.0,130.0,99994.70324631176,0.1
151.0,558.0,195.0,132.0,99997.83824318583,0.1
155.0,549.0,189.0,124.0,100015.90556729914,0.1
143.0,553.0,193.0,136.0,100005.43113721447,0.1
150.0,567.0,204.0,128.0,100013.77037456656,0.1
158.0,584.0,203.0,138.0,99987.3578902601,0.1
158.0,565.0,197.0,141.0,99995.1285775327,0.1
158.0,609.0,217.0,136.0,100000.69628536246,0.1
144.0,553.0,195.0,128.0,99997.9949183396,0.1
151.0,569.0,200.0,119.0,100007.02972940948,0.1
154.0,570.0,203.0,131.0,100010.51500717386,0.1
153.0,580.0,205.0,124.0,99996.33876739898,0.1
163.0,583.0,197.0,137.0,99971.27949749712,0.1
156.0,559.0,197.0,125.0,99990.77180812832,0.1
155.0,595.0,209.0,123.0,99987.99491696066,0.1
165.0,583.0,200.0,130.0,100005.82520556648,0.1
158.0,558.0,186.0,140.0,100020.43469979933,0.1
167.0,597.0,204.0,141.0,100003.43074818616,0.1
161.0,593.0,205.0,146.0,100018.1977308621,0.1
147.0,543.0,188.0,133.0,100003.38016911784,0.1
153.0,573.0,206.0,137.0,100011.22974756204,0.1
161.0,581.0,207.0,134.0,100003.24113062376,0.1
156.0,595.0,208.0,146.0,100007.55374334213,0.1
153.0,579.0,207.0,131.0,99990.73007525958,0.1
152.0,564.0,198.0,133.0,99996.89905222478,0.1
148.0,576.0,208.0,130.0,100015.0811157164,0.1
157.0,601.0,207.0,142.0,100009.29709204688,0.1
157.0,560.0,195.0,134.0,99986.44809572885,0.1
166.0,589.0,198.0,146.0,100010.75115691836,0.1
151.0,567.0,199.0,134.0,100012.31669344536,0.1
147.0,575.0,203.0,134.0,99997.24397736364,0.1
159.0,580.0,206.0,134.0,100003.34043569068,0.1
151.0,567.0,195.0,131.0,99994.25939639025,0.1
158.0,573.0,197.0,136.0,100003.0839726207,0.1
155.0,594.0,211.0,138.0,100001.57116328426,0.1
155.0,565.0,198.0,139.0,99996.14697085436,0.1
162.0,573.0,199.0,132.0,99999.5947259687,0.1
156.0,580.0,206.0,133.0,99994.57462633094,0.1
153.0,572.0,198.0,127.0,100006.8896978474,0.1
150.0,577.0,204.0,141.0,99993.55773680384,0.1
160.0,575.0,198.0,133.0,100003.54042504323,0.1
145.0,575.0,206.0,146.0,100002.80810295332,0.1
155.0,573.0,200.0,135.0,99992.1185158124,0.1
142.0,552.0,200.0,132.0,99996.01188123591,0.1
153.0,576.0,203.0,135.0,100003.12513592312,0.1
151.0,570.0,193.0,132.0,100013.74424684736,0.1
155.0,582.0,204.0,137.0,99993.59497543752,0.1
155.0,583.0,203.0,136.0,99998.76145148536,0.1
153.0,557.0,197.0,135.0,99998.13747556388,0.1
163.0,573.0,198.0,137.0,99982.46593086956,0.1
169.0,598.0,202.0,134.0,99998.52113031068,0.1
165.0,603.0,212.0,138.0,100007.51920881389,0.1
158.0,590.0,209.0,134.0,100007.8131884299,0.1
156.0,573.0,194.0,132.0,99995.1996526359,0.1
149.0,542.0,191.0,116.0,100005.3570976436,0.1
152.0,552.0,187.0,128.0,99997.51148178289,0.1
153.0,564.0,200.0,129.0,100003.57531762571,0.1
154.0,555.0,197.0,127.0,100009.35974907964,0.1
155.0,564.0,196.0,129.0,99993.36247994917,0.1
151.0,603.0,219.0,134.0,100004.79736919176,0.1
152.0,545.0,186.0,128.0,99983.6016123872,0.1
150.0,585.0,205.0,134.0,100009.75338613072,0.1
155.0,573.0,204.0,123.0,99984.5419915285,0.1
171.0,577.0,185.0,142.0,99999.36268945286,0.1
155.0,583.0,207.0,130.0,99998.10356341078,0.1
160.0,600.0,213.0,131.0,100008.61670390108,0.1
148.0,564.0,200.0,123.0,100017.89185425454,0.1
153.0,586.0,205.0,138.0,99998.1198475458,0.1
161.0,590.0,206.0,136.0,100000.08588610453,0.1
157.0,578.0,206.0,126.0,99989.4135301706,0.1
156.0,544.0,184.0,132.0,100005.65174709096,0.1
143.0,537.0,187.0,132.0,100009.97977237756,0.1
158.0,557.0,187.0,137.0,100011.7657100264,0.1
145.0,545.0,192.0,120.0,99990.0391527312,0.1
161.0,568.0,190.0,140.0,99991.26510891248,0.1
146.0,537.0,189.0,125.0,100009.04619523713,0.1
150.0,565.0,199.0,130.0,100009.39172671892,0.1
146.0,553.0,194.0,129.0,99979.50006771494,0.1
160.0,587.0,203.0,133.0,99991.83438534824,0.1
153.0,542.0,189.0,126.0,99978.05107352964,0.1
159.0,551.0,189.0,132.0,99998.08816410675,0.1
153.0,568.0,199.0,131.0,100001.4168904276,0.1
144.0,585.0,215.0,141.0,100003.49133952492,0.1
141.0,545.0,193.0,130.0,100004.5206921998,0.1
154.0,584.0,202.0,126.0,100006.57262312304,0.1
150.0,582.0,208.0,141.0,99998.99272391356,0.1
154.0,571.0,198.0,130.0,99984.88118195249,0.1
154.0,563.0,197.0,118.0,100002.13768804206,0.1
153.0,581.0,203.0,136.0,100007.51167078778,0.1
157.0,545.0,182.0,130.0,99985.87541154864,0.1
159.0,581.0,202.0,133.0,99990.32216147594,0.1
156.0,570.0,196.0,125.0,100012.01208743184,0.1
149.0,559.0,196.0,131.0,100016.3015193342,0.1
159.0,600.0,211.0,128.0,99995.349414073,0.1
153.0,563.0,196.0,134.0,99986.95692486508,0.1
160.0,580.0,196.0,135.0,99994.01642542004,0.1
160.0,573.0,204.0,136.0,99991.71044682556,0.1
152.0,553.0,195.0,130.0,99995.42772319532,0.1
151.0,578.0,203.0,127.0,100008.22761038796,0.1
162.0,545.0,181.0,142.0,99980.77912775308,0.1
152.0,547.0,193.0,129.0,99979.56450874184,0.1
157.0,564.0,194.0,142.0,100019.42953893558,0.1
158.0,578.0,206.0,133.0,99991.95563835336,0.1
155.0,585.0,207.0,141.0,100011.83657783436,0.1
164.0,579.0,195.0,135.0,99981.54749067394,0.1
153.0,568.0,202.0,134.0,100008.5860393538,0.1
152.0,563.0,197.0,128.0,99985.8605985796,0.1
157.0,557.0,188.0,126.0,99990.1264911973,0.1
158.0,594.0,210.0,136.0,99986.03339806203,0.1
142.0,538.0,190.0,124.0,100005.44725830464,0.1
155.0,568.0,194.0,130.0,99989.58806439165,0.1
155.0,568.0,199.0,131.0,99990.01577345158,0.1
151.0,561.0,195.0,130.0,100006.73653360218,0.1
148.0,573.0,200.0,140.0,100015.6789529761,0.1
148.0,579.0,201.0,140.0,100004.29321184568,0.1
163.0,587.0,200.0,142.0,100002.61041336432,0.1
153.0,564.0,201.0,133.0,100007.79849404086,0.1
150.0,572.0,203.0,138.0,100016.6777823266,0.1
158.0,585.0,209.0,133.0,99997.51681006206,0.1
156.0,555.0,191.0,129.0,99990.22153014742,0.1
151.0,575.0,205.0,128.0,100018.43094504974,0.1
146.0,543.0,190.0,131.0,100014.1490115352,0.1
158.0,565.0,194.0,129.0,99987.8587078748,0.1
161.0,565.0,191.0,137.0,100008.13261460724,0.1
153.0,576.0,199.0,135.0,100004.07516006607,0.1
157.0,572.0,200.0,137.0,99999.28989136082,0.1
140.0,546.0,193.0,127.0,99988.4762513037,0.1
153.0,575.0,207.0,129.0,99985.89168069916,0.1
170.0,567.0,187.0,138.0,99994.52436422351,0.1
150.0,562.0,199.0,133.0,99999.2796038285,0.1
141.0,548.0,193.0,126.0,100016.41049198723,0.1
151.0,555.0,189.0,133.0,99986.01075013349,0.1
164.0,581.0,198.0,138.0,100010.1822315874,0.1
148.0,557.0,198.0,127.0,100002.12908786788,0.1
163.0,590.0,201.0,133.0,100008.1592550798,0.1
153.0,555.0,193.0,131.0,100020.22575774208,0.1
151.0,548.0,188.0,127.0,99995.5642811908,0.1
152.0,563.0,196.0,132.0,100001.37907689146,0.1
150.0,563.0,198.0,127.0,99983.18300824233,0.1
151.0,547.0,190.0,125.0,99993.30164649025,0.1
158.0,577.0,199.0,132.0,100015.61720071244,0.1
159.0,594.0,208.0,129.0,100020.24665903435,0.1
157.0,583.0,203.0,132.0,100001.67179114916,0.1
150.0,563.0,200.0,134.0,99999.47800130144,0.1
149.0,554.0,192.0,123.0,100004.6082898441,0.1
154.0,580.0,201.0,150.0,100002.9702659917,0.1
155.0,598.0,209.0,141.0,100022.5255306076,0.1
163.0,605.0,210.0,126.0,99989.895900513,0.1
160.0,580.0,194.0,140.0,99983.15045884514,0.1
155.0,564.0,199.0,133.0,99992.55013499974,0.1
167.0,598.0,205.0,142.0,99986.22244903183,0.1
153.0,565.0,198.0,136.0,100001.13555004649,0.1
153.0,570.0,197.0,126.0,100000.56343727812,0.1
141.0,581.0,210.0,128.0,99985.06725689003,0.1
148.0,569.0,203.0,132.0,99999.67058111516,0.1
147.0,570.0,200.0,117.0,99997.06223053666,0.1
144.0,554.0,195.0,127.0,100002.3987149896,0.1
150.0,564.0,200.0,134.0,99993.59062544722,0.1
153.0,577.0,204.0,131.0,99995.99492635776,0.1
157.0,574.0,200.0,126.0,99997.12121872716,0.1
152.0,552.0,192.0,124.0,100013.28912319866,0.1
143.0,557.0,198.0,129.0,99988.6494179837,0.1
148.0,573.0,203.0,138.0,99994.17506434332,0.1
160.0,577.0,201.0,134.0,100000.64841247642,0.1
153.0,566.0,194.0,138.0,99999.27379909973,0.1
156.0,596.0,208.0,142.0,100011.5632914342,0.1
157.0,588.0,206.0,143.0,99996.96666280123,0.1
153.0,566.0,198.0,123.0,100003.46481989382,0.1
143.0,547.0,194.0,124.0,100000.32758303916,0.1
150.0,565.0,200.0,123.0,99991.46118925896,0.1
151.0,585.0,210.0,141.0,99996.92606596048,0.1
153.0,562.0,200.0,133.0,99999.71255894317,0.1
155.0,567.0,201.0,128.0,99992.00964133925,0.1
143.0,548.0,194.0,114.0,100025.96253592278,0.1
148.0,573.0,205.0,128.0,100002.23446461208,0.1
151.0,570.0,200.0,125.0,100010.45567378672,0.1
155.0,557.0,190.0,132.0,100016.65770094276,0.1
161.0,571.0,196.0,123.0,100020.04376603782,0.1
152.0,567.0,200.0,116.0,99981.96895601136,0.1
163.0,585.0,203.0,138.0,99993.58985628664,0.1
167.0,585.0,201.0,139.0,99985.98726085172,0.1
153.0,565.0,197.0,128.0,99995.09355982076,0.1
156.0,572.0,199.0,130.0,99996.43439395932,0.1
152.0,583.0,205.0,136.0,99985.28213302168,0.1
145.0,563.0,199.0,138.0,100011.10337876616,0.1
160.0,583.0,198.0,127.0,100012.74758380585,0.1
156.0,571.0,197.0,121.0,99992.92782242334,0.1
158.0,566.0,196.0,128.0,100006.80508054854,0.1
151.0,579.0,200.0,137.0,100008.54050840596,0.1
148.0,555.0,193.0,133.0,100006.61555776309,0.1
152.0,575.0,201.0,115.0,99986.41898539038,0.1
153.0,557.0,189.0,126.0,100024.4537804288,0.1
155.0,557.0,192.0,125.0,100020.87213742422,0.1
156.0,563.0,194.0,131.0,99995.1076461126,0.1
154.0,588.0,206.0,135.0,99995.36815864623,0.1
147.0,557.0,196.0,131.0,99986.692307845,0.1
158.0,580.0,206.0,127.0,100006.148357724,0.1
157.0,578.0,198.0,131.0,99999.96807429173,0.1
153.0,547.0,191.0,127.0,100004.82006189882,0.1
155.0,575.0,204.0,133.0,99995.78898771224,0.1
150.0,558.0,193.0,126.0,99987.37653116304,0.1
158.0,576.0,198.0,135.0,99990.3907963213,0.1
166.0,600.0,207.0,131.0,99993.82725128529,0.1
152.0,554.0,195.0,131.0,100001.4922738204,0.1
158.0,567.0,194.0,127.0,99997.72439705725,0.1
160.0,582.0,200.0,126.0,100007.78925828502,0.1
160.0,593.0,200.0,140.0,100006.78163231871,0.1
155.0,570.0,202.0,115.0,100009.34021942486,0.1
148.0,562.0,196.0,124.0,100002.96614116468,0.1
157.0,563.0,190.0,133.0,100018.55970927083,0.1
155.0,583.0,204.0,137.0,100021.4398591335,0.1
150.0,560.0,196.0,130.0,99995.08608993771,0.1
150.0,563.0,193.0,134.0,99989.42390729934,0.1
146.0,553.0,195.0,125.0,100007.66948467268,0.1
159.0,571.0,200.0,129.0,100005.8734304578,0.1
155.0,586.0,204.0,133.0,100008.02526680764,0.1
150.0,566.0,199.0,130.0,99995.02236351238,0.1
153.0,600.0,212.0,131.0,99989.7569958762,0.1
150.0,570.0,198.0,137.0,99998.4335151592,0.1
153.0,564.0,198.0,135.0,100017.36556624457,0.1
152.0,575.0,201.0,135.0,99997.97812359518,0.1
154.0,565.0,197.0,127.0,100006.9608236948,0.1
155.0,565.0,197.0,131.0,99994.37095939709,0.1
158.0,568.0,191.0,131.0,99991.20253795732,0.1
155.0,562.0,194.0,132.0,99991.99476159716,0.1
152.0,568.0,201.0,128.0,99977.48419560796,0.1
163.0,593.0,207.0,134.0,99993.44518366028,0.1
160.0,600.0,206.0,130.0,100008.8344217872,0.1
145.0,559.0,193.0,134.0,100000.43320446808,0.1
160.0,580.0,204.0,139.0,99991.53992445196,0.1
149.0,555.0,199.0,135.0,99999.46411333076,0.1
160.0,581.0,199.0,129.0,100002.59813548008,0.1
160.0,595.0,205.0,134.0,100008.32332345478,0.1
155.0,574.0,200.0,130.0,99992.68666786412,0.1
160.0,610.0,208.0,131.0,99999.92412915255,0.1
146.0,566.0,200.0,129.0,100003.32887255897,0.1
151.0,567.0,199.0,141.0,100010.5347595312,0.1
148.0,548.0,192.0,133.0,99987.49321936938,0.1
159.0,587.0,204.0,133.0,99996.94185704978,0.1
147.0,557.0,197.0,122.0,99982.01161539584,0.1
148.0,568.0,202.0,136.0,99991.60350304576,0.1
156.0,587.0,204.0,140.0,100003.3713424238,0.1
155.0,574.0,198.0,127.0,100017.092076973,0.1
157.0,562.0,194.0,131.0,99997.61814980452,0.1
155.0,607.0,210.0,134.0,99995.98405554693,0.1
151.0,557.0,191.0,133.0,99990.00537714774,0.1
157.0,567.0,197.0,130.0,99986.33210298796,0.1
145.0,532.0,186.0,125.0,99991.3828408308,0.1
145.0,570.0,202.0,130.0,100006.20717508056,0.1
153.0,565.0,199.0,137.0,99979.0413329622,0.1
158.0,598.0,206.0,131.0,99997.9394160572,0.1
161.0,580.0,196.0,117.0,99993.1684195642,0.1
159.0,591.0,205.0,131.0,99989.54490919824,0.1
148.0,572.0,204.0,126.0,100002.37883678392,0.1
147.0,561.0,200.0,120.0,99992.07733693588,0.1
158.0,581.0,200.0,136.0,99989.12397214648,0.1
158.0,573.0,196.0,141.0,99994.1642385445,0.1
150.0,584.0,210.0,131.0,99984.55512868847,0.1
148.0,572.0,204.0,131.0,99983.5538119044,0.1
160.0,595.0,209.0,134.0,99992.03337583666,0.1
153.0,557.0,199.0,125.0,99988.54829889392,0.1
152.0,573.0,202.0,129.0,100008.91121190676,0.1
167.0,576.0,195.0,139.0,99999.180871856,0.1
168.0,608.0,204.0,123.0,99988.35943435405,0.1
163.0,565.0,191.0,121.0,99998.93971126172,0.1
164.0,594.0,210.0,138.0,100007.01132927176,0.1
157.0,570.0,195.0,132.0,100005.76401890868,0.1
149.0,550.0,194.0,130.0,100017.14655093274,0.1
156.0,585.0,202.0,130.0,99991.97348280836,0.1
146.0,566.0,201.0,117.0,100012.82932454837,0.1
156.0,571.0,197.0,127.0,99996.30896694052,0.1
150.0,564.0,199.0,123.0,100000.76340637651,0.1
146.0,561.0,198.0,128.0,99991.41551118893,0.1
159.0,568.0,196.0,135.0,99989.61829690366,0.1
160.0,558.0,194.0,125.0,100018.16777919469,0.1
149.0,557.0,193.0,128.0,100018.91287341596,0.1
155.0,583.0,204.0,111.0,100002.9587365251,0.1
153.0,550.0,192.0,119.0,100008.34356342256,0.1
153.0,568.0,194.0,133.0,100002.14781982132,0.1
158.0,558.0,189.0,130.0,100015.81979815123,0.1
151.0,584.0,202.0,128.0,99982.19212080869,0.1
150.0,569.0,196.0,132.0,100016.30152135046,0.1
155.0,573.0,195.0,127.0,99983.19878986236,0.1
149.0,565.0,196.0,125.0,100015.99050762413,0.1
168.0,560.0,181.0,130.0,100021.39918438166,0.1
150.0,577.0,202.0,124.0,99987.46880752852,0.1
153.0,563.0,195.0,135.0,99992.91172503016,0.1
157.0,577.0,196.0,130.0,99999.8769230399,0.1
152.0,560.0,195.0,122.0,100008.3464590518,0.1
158.0,576.0,199.0,126.0,99978.30821563028,0.1
148.0,560.0,194.0,129.0,99998.42964522676,0.1
153.0,576.0,204.0,129.0,100006.66211144705,0.1
163.0,566.0,197.0,135.0,100007.85648912271,0.1
152.0,575.0,198.0,131.0,100006.50194709771,0.1
155.0,570.0,198.0,138.0,99995.47475190894,0.1
150.0,583.0,210.0,131.0,99995.89043152504,0.1
147.0,559.0,198.0,122.0,99994.3606472589,0.1
156.0,575.0,199.0,144.0,100025.29127892254,0.1
153.0,565.0,195.0,130.0,99989.69275988136,0.1
150.0,558.0,191.0,137.0,100002.42574183347,0.1
160.0,595.0,204.0,131.0,99996.82988547336,0.1
147.0,546.0,190.0,126.0,99998.36264539028,0.1
153.0,580.0,206.0,133.0,100003.21072871916,0.1
163.0,593.0,204.0,136.0,99994.18324387827,0.1
158.0,581.0,204.0,132.0,100000.37592125716,0.1
163.0,595.0,206.0,133.0,99995.50985810846,0.1
155.0,576.0,204.0,130.0,100007.33294450428,0.1
160.0,579.0,198.0,132.0,99995.99347641628,0.1
157.0,570.0,200.0,142.0,100000.57598794214,0.1
161.0,570.0,192.0,136.0,100000.05213942012,0.1
158.0,581.0,199.0,116.0,100018.84965331978,0.1
155.0,556.0,189.0,129.0,100018.539451061,0.1
155.0,587.0,202.0,132.0,99988.00604200158,0.1
140.0,540.0,194.0,110.0,99992.01484683064,0.1
159.0,573.0,195.0,132.0,99985.38880511552,0.1
161.0,581.0,202.0,132.0,99996.11026418224,0.1
159.0,593.0,208.0,139.0,99998.72246977764,0.1
153.0,578.0,203.0,132.0,99992.6854184068,0.1
158.0,574.0,195.0,139.0,100003.1187489704,0.1
162.0,588.0,210.0,132.0,99994.49855770878,0.1
147.0,554.0,192.0,127.0,99999.0903526414,0.1
150.0,557.0,192.0,117.0,99980.97283197987,0.1
152.0,575.0,202.0,136.0,100006.0003223895,0.1
158.0,583.0,202.0,136.0,99989.89861354804,0.1
148.0,543.0,186.0,123.0,99995.10915624056,0.1
150.0,598.0,214.0,142.0,100005.78704673196,0.1
153.0,575.0,199.0,131.0,99985.31681340055,0.1
152.0,581.0,210.0,134.0,100009.90631257131,0.1
156.0,586.0,200.0,133.0,100002.32233481244,0.1
165.0,598.0,203.0,140.0,100002.21348582956,0.1
151.0,558.0,195.0,136.0,99985.59734883852,0.1
167.0,599.0,205.0,127.0,99986.28248643684,0.1
138.0,558.0,198.0,127.0,100000.34474483092,0.1
153.0,588.0,206.0,140.0,99996.64519417404,0.1
143.0,561.0,200.0,126.0,99993.83957540344,0.1
154.0,574.0,199.0,124.0,99998.40881966984,0.1
155.0,581.0,204.0,130.0,99990.69331347822,0.1
155.0,585.0,205.0,124.0,99998.16545524004,0.1
152.0,592.0,210.0,139.0,100005.02018972785,0.1
158.0,581.0,203.0,133.0,99990.72362643424,0.1
166.0,578.0,197.0,128.0,99991.2162092711,0.1
153.0,568.0,197.0,125.0,99998.41474899113,0.1
153.0,546.0,180.0,120.0,99994.98543853709,0.1
153.0,556.0,192.0,125.0,99998.81047530573,0.1
168.0,600.0,208.0,139.0,100000.23769135687,0.1
162.0,573.0,195.0,133.0,99982.32777899498,0.1
160.0,590.0,206.0,132.0,100015.41429505454,0.1
145.0,553.0,192.0,121.0,99997.5601548834,0.1
152.0,563.0,196.0,133.0,100000.36712328576,0.1
153.0,587.0,207.0,132.0,99987.58120061092,0.1
153.0,550.0,190.0,126.0,99996.99346562572,0.1
149.0,560.0,197.0,123.0,99996.53040632684,0.1
173.0,622.0,213.0,134.0,99989.14646554654,0.1
144.0,553.0,198.0,128.0,99997.2385899859,0.1
154.0,560.0,193.0,128.0,99984.0268950364,0.1
154.0,570.0,199.0,135.0,100022.23820815384,0.1
153.0,566.0,200.0,124.0,100001.67005808918,0.1
153.0,567.0,198.0,134.0,100004.34323075863,0.1
151.0,556.0,195.0,135.0,100002.30640502664,0.1
155.0,580.0,205.0,125.0,99991.45419088466,0.1
156.0,573.0,200.0,133.0,100000.21499684092,0.1
159.0,600.0,210.0,131.0,99972.89606259532,0.1
160.0,593.0,205.0,130.0,99989.33199113148,0.1
152.0,568.0,200.0,132.0,100005.28867520706,0.1
144.0,544.0,195.0,136.0,99996.89436340428,0.1
150.0,573.0,206.0,138.0,99977.76604018072,0.1
151.0,555.0,189.0,132.0,99985.03173255608,0.1
156.0,580.0,203.0,125.0,100008.01193452955,0.1
160.0,572.0,193.0,139.0,99981.95353114566,0.1
149.0,572.0,199.0,130.0,100000.22601128876,0.1
157.0,574.0,198.0,132.0,99981.3013946024,0.1
161.0,564.0,190.0,129.0,100008.58274176143,0.1
157.0,578.0,201.0,133.0,100004.87140023448,0.1
160.0,585.0,204.0,126.0,100008.88690139784,0.1
155.0,587.0,201.0,133.0,99996.23410971915,0.1
152.0,572.0,201.0,129.0,100003.44320792348,0.1
151.0,573.0,200.0,131.0,100001.8060516995,0.1
157.0,577.0,202.0,133.0,99986.6519670666,0.1
155.0,583.0,200.0,133.0,100000.61679136482,0.1
158.0,583.0,204.0,134.0,99992.8918471325,0.1
160.0,607.0,215.0,137.0,99987.48789420527,0.1
154.0,570.0,198.0,132.0,99988.31060406569,0.1
162.0,576.0,195.0,135.0,100010.94731756597,0.1
157.0,575.0,194.0,129.0,100008.1016760276,0.1
156.0,583.0,199.0,121.0,99996.12949333244,0.1
161.0,601.0,208.0,132.0,99979.27151908232,0.1
154.0,585.0,204.0,127.0,100005.68697428863,0.1
149.0,564.0,199.0,134.0,100011.46830729222,0.1
154.0,565.0,196.0,127.0,100006.2039141451,0.1
150.0,566.0,201.0,136.0,99997.35936839633,0.1
153.0,585.0,204.0,135.0,99985.6779490861,0.1
153.0,562.0,193.0,130.0,99998.99891163304,0.1
147.0,554.0,194.0,123.0,99990.88036209134,0.1
142.0,554.0,196.0,124.0,99991.95307673993,0.1
153.0,581.0,203.0,129.0,99999.07978900283,0.1
153.0,566.0,197.0,116.0,99993.49444712076,0.1
153.0,551.0,192.0,125.0,100000.58193768525,0.1
153.0,572.0,202.0,130.0,100009.1407301363,0.1
155.0,557.0,189.0,128.0,99984.82758265769,0.1
149.0,567.0,199.0,134.0,100002.52631352744,0.1
158.0,575.0,198.0,119.0,100003.97866016602,0.1
148.0,556.0,190.0,127.0,99996.96454728028,0.1
150.0,580.0,202.0,125.0,99979.4435670972,0.1
155.0,574.0,199.0,120.0,99991.09081831438,0.1
158.0,583.0,201.0,133.0,100022.66333320767,0.1
149.0,562.0,194.0,128.0,100007.0920520072,0.1
146.0,561.0,195.0,122.0,99987.87885018524,0.1
161.0,569.0,186.0,133.0,99996.01246700404,0.1
156.0,578.0,203.0,139.0,99995.49229158502,0.1
152.0,566.0,198.0,121.0,100000.82363140098,0.1
158.0,598.0,209.0,134.0,100002.88171762222,0.1
155.0,568.0,197.0,132.0,100007.86182474231,0.1
161.0,560.0,186.0,123.0,100001.1289115336,0.1
152.0,586.0,204.0,134.0,99991.0905346188,0.1
159.0,595.0,209.0,123.0,100008.83382433526,0.1
157.0,580.0,200.0,119.0,99992.1223490998,0.1
153.0,551.0,186.0,129.0,100005.34903052844,0.1
155.0,563.0,193.0,124.0,100018.01616714598,0.1
151.0,565.0,199.0,126.0,100001.22837124918,0.1
158.0,570.0,194.0,128.0,99983.17328869693,0.1
158.0,605.0,212.0,131.0,100006.06601643722,0.1
175.0,615.0,209.0,133.0,100003.81722533167,0.1
160.0,570.0,192.0,133.0,99989.2733489508,0.1
157.0,582.0,204.0,130.0,100006.13456309355,0.1
160.0,572.0,192.0,130.0,100000.44225337364,0.1
156.0,569.0,193.0,131.0,99989.09048870575,0.1
168.0,595.0,200.0,122.0,100001.60346789625,0.1
152.0,570.0,193.0,130.0,99998.17995406364,0.1
150.0,569.0,200.0,123.0,99981.48614931034,0.1
156.0,570.0,199.0,132.0,100002.09875833392,0.1
159.0,590.0,204.0,133.0,99983.93264120472,0.1
