Elbow rest height,Wrist circumference,Ankle circumference,Buttock height,Crotch height
292,160,210,844,811
245,161,232,879,860
250,174,233,909,864
255,183,257,948,925
198,177,251,950,925
262,185,243,974,918
233,166,214,871,867
268,161,217,891,844
220,183,230,897,889
242,175,223,912,892
239,161,222,826,827
222,152,190,716,702
208,175,233,866,850
270,180,244,849,843
212,173,233,885,880
291,177,223,814,802
257,175,245,864,832
234,162,212,893,860
215,164,214,828,804
289,181,236,958,901
273,165,226,913,876
244,168,224,935,889
193,167,222,857,840
267,162,233,881,862
210,174,222,924,882
183,178,232,903,923
290,174,248,800,819
231,170,225,853,848
298,168,243,885,846
248,170,223,824,817
248,164,234,877,872
229,166,218,869,844
280,164,223,927,890
198,173,246,849,805
191,182,260,848,802
249,153,207,789,766
233,155,217,816,767
239,163,218,904,891
282,192,252,935,894
238,174,223,914,890
205,173,223,890,851
270,162,227,784,794
280,165,198,857,822
266,183,240,870,840
200,171,222,962,899
268,185,248,967,914
232,177,220,987,942
302,202,257,964,901
277,183,249,941,885
264,180,225,881,835
254,166,227,915,865
286,184,237,915,866
253,172,238,909,853
233,155,210,842,806
267,178,226,889,841
247,175,243,943,894
249,168,227,906,858
247,167,232,912,842
238,170,232,914,875
248,173,240,944,910
270,170,215,819,772
261,176,250,906,844
258,181,233,946,885
240,169,258,872,860
206,182,245,1007,912
247,176,238,971,928
235,174,212,950,898
206,172,239,888,849
284,185,238,966,878
247,167,237,906,867
285,170,227,890,832
265,181,245,963,897
217,173,212,851,779
220,173,227,906,863
255,162,215,769,749
251,177,226,804,788
250,167,216,904,861
222,161,212,804,743
178,167,215,934,890
203,170,226,952,913
196,169,226,940,905
244,166,227,803,771
256,181,254,882,794
239,174,237,839,798
243,170,227,895,875
267,184,255,909,912
260,172,229,921,884
235,172,217,904,836
258,166,230,827,804
227,164,207,866,811
173,180,246,981,940
253,177,233,962,919
274,186,233,959,927
225,182,257,929,852
292,178,245,919,842
214,164,224,914,849
255,183,247,929,846
245,177,247,919,877
275,173,226,901,832
254,173,222,850,813
231,170,227,878,832
257,185,230,965,889
245,161,221,891,857
282,185,243,868,860
274,194,256,1033,971
233,171,243,884,842
181,165,219,892,868
274,157,218,822,789
212,177,232,934,867
275,165,223,919,863
285,176,226,874,813
241,177,221,915,846
163,171,228,898,857
245,176,228,912,884
205,158,197,910,847
289,179,248,986,923
244,166,220,921,876
267,184,252,939,880
247,185,249,960,890
198,158,208,834,787
229,173,227,865,810
302,185,251,1029,952
265,175,232,928,873
257,162,213,930,896
271,179,248,922,896
230,164,218,890,849
280,180,246,868,826
239,163,211,859,818
273,173,222,902,843
278,180,247,849,846
256,180,235,877,812
291,167,225,843,815
227,176,220,934,881
221,184,263,868,846
252,177,237,893,872
301,190,246,864,798
255,182,228,919,891
252,164,217,935,894
217,171,224,925,882
255,164,229,927,885
218,164,215,882,851
258,180,242,865,839
234,174,227,839,792
237,172,227,802,765
257,187,234,943,912
238,165,243,887,876
225,175,235,1005,957
223,165,232,928,878
225,163,227,944,899
283,177,230,862,825
258,167,206,925,844
244,176,241,895,821
242,169,222,915,910
279,176,243,884,848
197,168,220,885,851
216,160,200,872,825
244,168,220,929,851
211,170,225,825,781
182,163,213,921,872
268,185,267,876,869
273,180,225,887,818
243,161,207,894,874
256,191,240,959,872
257,183,248,910,913
250,194,264,929,875
217,168,219,870,818
292,179,251,943,880
228,170,236,883,841
241,170,225,932,925
290,179,251,925,905
252,165,225,861,817
258,167,230,912,877
216,172,218,844,822
225,171,229,827,814
225,154,207,828,803
267,180,250,974,909
239,153,212,828,791
239,172,233,984,925
241,190,238,917,900
220,163,213,866,824
298,177,229,851,818
240,153,217,852,826
227,170,213,819,762
275,183,218,922,861
212,156,202,815,785
280,176,242,845,774
232,173,233,968,919
244,173,232,998,944
251,171,228,862,815
253,183,237,844,793
325,216,269,963,934
224,163,218,932,912
285,180,257,889,872
268,179,244,874,858
215,161,213,899,870
217,159,205,864,823
267,184,243,946,914
237,165,224,887,865
280,186,253,999,949
238,166,233,872,830
257,178,243,870,867
245,174,228,966,933
267,174,230,819,791
284,192,227,955,889
300,176,230,930,865
245,177,229,865,805
249,179,260,888,820
190,174,211,857,807
261,170,225,828,780
225,169,228,841,824
257,168,222,840,779
261,174,208,915,872
271,175,239,917,857
233,163,217,876,834
267,174,237,897,846
186,175,237,947,886
246,177,223,827,819
293,190,253,909,865
243,162,225,941,892
193,178,243,976,926
302,182,243,895,824
243,164,228,891,845
299,183,258,896,872
257,176,253,834,819
217,187,247,908,862
228,185,243,875,831
241,178,241,920,881
274,173,218,938,913
301,172,237,811,798
310,175,227,893,850
182,182,220,932,875
281,172,228,874,815
217,177,244,909,902
290,170,200,919,880
257,177,222,919,865
266,181,243,858,830
287,188,235,954,908
258,172,212,833,776
246,194,277,886,812
245,173,220,1004,916
185,175,231,916,885
248,173,224,843,776
239,177,221,959,908
267,181,230,915,871
274,177,228,885,827
245,170,220,815,806
282,172,210,873,797
253,173,220,869,831
255,162,206,945,852
273,163,212,895,813
262,186,238,901,893
252,180,225,882,841
250,178,239,888,856
253,169,234,861,784
255,180,230,873,856
238,171,220,875,827
273,172,228,901,832
268,175,228,907,858
257,165,222,840,802
253,173,234,923,878
263,172,234,970,922
272,163,212,842,821
230,175,227,944,913
248,164,220,880,824
224,170,217,885,848
270,171,238,872,832
304,175,233,890,871
193,172,223,951,876
270,178,225,880,833
265,163,237,971,904
243,164,231,879,843
220,165,221,867,848
290,173,217,812,807
227,178,227,928,882
257,180,245,912,826
247,169,210,828,768
183,173,213,912,872
264,181,242,989,959
138,165,219,916,884
275,175,237,889,866
285,162,218,806,768
244,151,200,778,728
170,167,216,924,889
266,180,230,895,852
212,173,222,932,905
234,170,223,903,910
281,168,233,848,846
245,168,228,858,845
214,180,240,911,880
278,189,245,903,878
275,175,221,913,907
282,177,240,877,828
223,170,218,868,852
225,173,236,815,781
244,171,230,941,892
242,164,226,853,857
239,188,274,934,904
303,180,235,868,807
243,169,224,905,886
242,182,233,912,874
230,165,217,937,891
292,162,230,844,787
259,171,239,958,936
231,172,217,939,890
303,177,250,899,827
247,164,225,834,802
233,186,231,875,853
199,172,217,859,850
217,149,205,806,753
203,164,215,894,851
275,198,270,922,896
239,171,217,946,922
308,180,230,912,883
254,181,258,931,912
267,180,232,964,898
223,189,245,1029,966
294,181,217,913,849
245,179,241,953,886
208,172,217,861,818
226,196,264,1074,1011
282,172,237,959,889
245,173,229,936,858
259,185,244,984,927
223,168,208,902,863
249,176,228,919,857
223,161,190,883,815
238,187,237,905,854
245,164,233,868,832
233,171,244,871,805
265,170,233,902,820
267,174,228,825,793
250,178,225,935,867
247,177,227,918,823
250,165,225,883,819
235,187,238,930,875
270,171,224,853,787
216,166,223,955,879
266,158,211,859,830
227,174,219,836,770
187,159,213,952,868
236,172,248,924,924
289,160,210,882,813
260,168,235,877,846
233,170,219,872,780
225,161,207,793,725
207,171,225,852,820
230,173,210,836,820
230,184,244,961,920
253,165,232,900,881
257,181,231,957,884
293,178,231,848,799
213,184,251,935,892
281,168,232,892,831
277,171,226,801,763
291,198,254,919,871
285,173,227,912,875
274,179,247,826,803
230,170,220,873,837
256,178,254,956,933
284,178,247,992,908
234,180,239,925,875
226,158,208,899,847
281,185,245,910,854
241,177,247,935,880
238,170,215,846,811
280,185,243,874,820
260,178,216,978,918
265,178,239,806,749
243,173,232,959,876
278,178,228,840,825
275,182,225,891,822
273,183,235,934,830
274,173,220,860,829
325,182,240,886,813
277,182,233,844,805
254,176,237,878,841
282,179,247,875,875
200,154,214,828,802
239,165,227,887,841
283,172,229,841,806
246,169,223,912,864
255,179,230,899,849
248,171,231,974,921
253,173,227,948,907
265,178,219,916,898
282,171,226,909,837
292,180,232,923,851
228,174,227,959,917
290,175,233,1019,975
247,177,230,920,872
274,167,215,820,785
261,148,198,856,790
285,181,239,975,929
213,163,213,859,862
247,179,240,904,890
287,180,235,838,789
280,170,223,855,793
216,170,223,965,915
236,181,230,931,898
253,165,213,921,856
230,175,227,823,808
210,165,220,941,877
266,168,251,856,849
180,181,242,944,885
195,162,205,955,873
246,183,241,979,927
225,180,246,1032,943
303,168,222,879,828
256,166,232,877,822
215,187,267,889,891
250,168,215,923,870
255,167,227,833,796
261,162,227,953,884
226,155,208,845,811
283,163,216,830,805
318,166,213,825,770
252,164,215,913,840
263,188,252,947,907
267,167,229,837,804
282,178,241,926,859
277,168,240,867,862
217,155,212,802,769
253,197,247,986,918
277,170,237,973,911
228,158,208,840,828
284,167,230,923,882
224,176,226,928,897
284,196,249,950,885
232,160,226,829,816
249,170,220,897,885
272,173,219,805,795
268,158,233,888,869
222,167,234,898,855
224,160,195,868,846
205,174,219,878,858
251,173,223,802,799
262,187,247,907,884
244,164,225,811,782
262,172,208,952,917
211,165,203,872,836
298,187,238,859,850
225,158,227,850,798
231,185,228,924,912
282,180,247,943,930
212,155,202,908,861
248,165,203,834,771
291,190,273,957,926
249,173,228,968,911
261,185,233,819,789
208,182,220,996,960
242,174,232,939,858
252,178,230,911,861
205,162,207,882,868
230,174,222,845,801
228,163,223,875,852
229,166,217,894,840
240,175,226,955,874
206,180,233,986,939
242,179,223,925,902
201,175,233,964,934
229,183,236,940,903
315,183,220,1031,945
255,200,267,882,822
233,172,223,863,843
233,174,220,855,821
239,172,223,866,821
238,173,220,894,836
258,164,220,889,847
185,174,240,906,822
223,176,223,865,821
248,175,240,781,778
304,167,222,824,813
260,166,206,884,825
227,183,224,909,895
262,178,229,917,861
257,186,247,909,899
234,199,251,940,876
294,165,228,823,812
222,178,218,933,855
207,159,203,865,880
254,152,189,849,791
292,175,227,849,805
228,164,207,881,832
247,194,237,963,927
255,176,236,809,773
265,157,226,855,822
287,173,237,894,866
198,162,225,959,921
244,172,217,876,820
240,166,215,848,805
252,172,215,849,794
194,178,225,938,896
254,177,233,906,876
292,176,238,886,856
285,163,211,803,743
203,186,213,889,829
240,164,219,853,797
227,168,240,842,819
272,175,251,821,795
240,172,242,926,880
221,176,222,861,847
252,173,229,942,886
255,162,226,849,824
237,187,217,825,805
241,181,229,915,887
245,173,237,902,896
261,182,245,888,845
222,173,222,953,892
297,179,240,896,847
242,166,206,912,863
264,166,223,873,831
227,178,239,856,857
265,184,248,928,913
193,165,200,873,845
259,165,220,870,832
253,173,240,916,876
310,172,222,855,805
245,172,233,849,829
295,182,226,931,837
259,158,207,954,912
239,176,224,906,897
270,174,234,866,844
306,178,231,868,836
273,165,246,881,854
223,163,220,829,809
188,161,207,842,822
253,162,204,825,788
289,160,205,824,776
220,169,225,876,849
283,168,207,908,850
223,174,217,872,830
213,174,237,962,908
226,168,210,1008,954
260,165,218,920,854
205,184,253,924,865
216,176,227,964,910
273,182,243,810,769
243,175,226,850,803
217,169,215,1020,952
277,165,223,882,890
241,178,242,839,819
257,170,232,851,823
184,160,220,937,898
275,177,240,965,916
230,165,196,882,820
300,165,238,874,841
258,190,237,923,861
256,165,220,758,778
213,172,231,936,863
208,175,216,882,852
257,177,252,893,820
280,173,227,843,817
212,183,226,1009,953
276,159,212,889,827
263,183,248,869,827
260,172,246,904,870
267,167,210,866,801
233,165,219,870,820
222,167,211,817,776
259,186,236,995,902
252,185,245,825,773
217,166,205,890,859
284,180,233,873,841
250,182,243,875,870
283,180,232,795,765
192,164,213,868,827
274,171,219,846,787
235,169,214,820,807
225,184,233,917,858
274,169,225,890,853
304,181,246,853,805
228,164,212,875,831
217,164,218,906,891
278,201,252,917,872
225,184,235,865,803
246,198,247,961,914
245,174,210,891,867
235,168,217,843,843
219,181,226,918,890
245,170,207,876,798
265,170,220,915,840
266,170,241,906,849
238,174,219,921,890
265,178,228,878,827
200,168,226,931,866
224,187,228,912,862
228,176,231,855,851
214,180,234,917,886
283,170,217,862,812
211,163,204,842,795
248,182,253,936,892
228,186,252,882,858
220,185,239,938,875
212,182,236,938,915
290,171,216,968,923
256,160,217,834,818
235,184,248,862,825
258,173,218,863,861
252,171,231,893,833
244,173,221,885,863
247,177,240,905,860
266,168,211,861,802
276,206,247,1006,978
233,174,215,904,853
232,185,240,872,854
237,160,198,852,843
237,176,225,885,854
229,158,200,864,848
260,185,243,899,879
279,170,231,855,809
223,180,228,934,865
206,158,205,869,890
247,169,214,960,944
221,167,230,887,834
272,174,229,876,840
254,181,238,917,884
254,180,213,908,871
266,181,237,894,865
227,170,224,884,852
212,168,227,1001,966
257,180,234,856,798
271,191,275,918,849
267,171,203,1001,945
335,178,235,886,866
264,183,245,921,902
169,160,202,886,857
269,180,236,905,862
170,164,227,887,859
268,179,234,907,883
282,188,237,857,840
205,156,197,874,860
284,177,236,877,820
279,173,202,795,771
228,169,215,831,764
234,183,223,902,849
217,179,207,959,897
221,167,223,905,844
216,180,233,899,842
236,186,226,931,901
237,159,202,1014,966
302,168,223,883,832
252,178,223,821,769
245,164,208,760,718
249,172,230,940,911
202,190,243,1029,957
236,197,242,938,888
188,194,244,934,860
271,166,202,833,789
228,167,210,873,821
288,193,268,860,834
174,168,210,910,865
200,167,203,914,850
281,182,260,886,851
274,185,245,992,951
223,192,250,956,873
218,167,224,914,887
268,175,243,810,779
192,174,243,953,959
312,198,279,913,863
199,171,205,859,830
284,182,240,908,881
217,172,225,902,822
208,173,217,859,821
215,173,235,949,881
252,192,238,912,873
253,180,245,927,873
252,167,223,827,789
268,190,240,894,797
231,184,244,857,831
241,168,203,864,819
225,171,213,933,911
218,180,211,1006,937
293,167,227,898,855
220,184,228,960,889
274,183,233,842,797
253,184,237,976,882
216,193,257,948,880
235,187,239,869,807
295,181,242,956,872
242,161,209,884,854
243,172,233,813,765
269,187,250,891,878
180,164,207,836,813
275,173,218,998,931
199,176,234,898,861
247,170,211,939,885
291,191,267,921,843
287,163,253,824,790
273,193,262,1069,1014
251,186,240,960,882
277,161,219,794,756
231,187,249,889,847
234,175,246,979,902
254,175,237,868,830
265,183,245,838,791
253,178,233,843,804
270,180,210,940,856
226,183,242,861,803
263,185,243,989,936
248,169,208,909,842
230,174,228,835,829
274,180,233,862,844
290,174,229,847,812
173,175,224,896,865
259,165,227,898,833
248,169,211,842,814
259,160,210,826,795
222,184,240,862,782
225,141,195,842,765
238,170,218,927,819
212,181,232,913,858
239,171,204,939,880
297,180,230,833,781
234,165,216,921,868
265,168,215,906,871
244,173,228,946,884
275,172,210,895,845
237,178,213,865,824
306,186,238,896,822
285,185,239,905,833
277,170,233,847,816
262,176,220,905,862
255,178,228,924,877
265,168,207,956,869
246,156,210,799,758
259,171,216,866,790
272,167,195,833,802
254,174,210,874,819
233,181,233,870,820
205,154,210,813,762
266,173,200,923,857
302,158,215,837,798
247,178,229,908,820
263,180,227,988,952
190,163,205,895,875
247,178,228,955,922
271,181,231,1004,931
257,181,229,964,927
205,177,222,939,863
230,193,242,966,952
262,186,230,866,811
282,187,245,861,810
220,181,233,887,834
299,185,235,935,864
263,181,230,900,834
227,168,231,913,823
248,165,215,866,801
268,176,213,868,811
227,176,230,903,838
245,190,242,930,864
273,168,218,875,811
266,170,200,953,864
243,171,205,856,827
213,186,216,962,904
259,188,240,807,763
290,178,228,874,788
267,183,221,914,848
256,174,238,901,873
238,183,230,958,892
225,167,216,901,818
223,173,224,927,903
284,172,225,865,818
214,178,222,909,860
262,184,230,970,903
201,166,213,850,800
272,181,230,837,783
204,176,254,940,881
243,187,248,906,862
247,183,241,862,823
255,158,226,829,793
275,162,196,844,789
260,167,218,848,811
242,192,230,926,844
240,184,230,955,909
234,171,215,850,804
293,179,213,853,794
251,167,210,903,858
264,178,220,863,819
273,193,240,949,902
285,187,243,961,878
224,162,205,820,790
291,193,244,943,893
262,185,220,1006,970
225,212,288,885,870
188,198,240,1021,942
223,171,240,897,858
248,171,232,829,771
269,173,232,870,832
259,180,230,916,873
210,180,212,916,876
199,163,215,850,782
270,188,225,913,834
212,173,225,925,870
252,176,227,917,858
253,184,225,952,906
262,183,212,909,844
235,168,215,870,821
220,160,203,863,806
245,172,200,917,819
265,184,227,911,871
321,204,246,862,794
288,180,229,969,882
220,168,221,882,832
260,176,231,854,821
249,176,219,823,782
235,184,221,907,849
237,179,223,920,845
193,167,200,940,871
248,164,220,858,832
224,185,208,924,853
284,190,249,941,858
233,184,230,897,812
288,169,235,848,802
293,197,268,920,876
190,173,215,918,867
278,188,239,951,878
217,173,227,878,861
250,177,245,926,833
222,159,205,877,839
216,176,215,907,817
256,173,225,883,843
248,181,235,868,823
264,176,238,888,827
260,176,233,853,805
303,181,227,940,850
275,194,267,957,882
237,170,225,883,822
265,176,210,922,863
283,182,240,841,819
216,165,219,841,798
212,164,208,871,822
273,165,197,860,786
232,162,216,839,801
200,167,224,864,825
268,183,223,909,817
242,178,230,860,807
238,212,272,1038,961
231,172,205,854,812
224,176,232,992,914
238,175,233,839,781
213,185,240,938,913
227,184,245,977,922
211,184,242,950,887
192,162,212,923,851
296,182,228,918,844
245,168,223,955,897
223,168,206,904,871
274,166,232,868,815
195,175,225,910,898
285,176,240,902,865
287,180,227,977,941
238,164,202,831,771
308,193,268,913,864
257,170,217,948,897
225,165,214,857,797
185,177,218,979,926
245,175,219,882,832
262,190,243,955,915
262,170,225,830,765
270,177,225,839,795
205,172,215,892,825
181,181,228,905,870
253,167,233,1004,951
203,173,223,907,847
240,175,225,964,890
263,180,233,846,794
262,186,222,903,830
244,168,232,856,822
277,173,238,885,840
235,174,210,923,870
232,173,208,945,884
153,187,215,1005,959
253,175,225,871,795
198,178,207,932,870
274,153,191,792,733
288,184,253,867,847
259,175,219,915,861
252,171,210,879,812
282,178,235,929,848
267,194,238,970,873
231,198,240,953,924
239,175,226,895,842
254,179,233,885,855
272,182,232,954,866
258,192,232,960,903
279,181,229,890,835
229,180,227,948,841
166,175,222,964,916
213,173,232,869,813
293,179,223,842,789
179,168,220,891,855
210,170,215,882,801
236,178,213,923,872
223,169,220,874,832
278,190,234,970,902
234,157,203,870,823
275,183,237,992,910
284,172,228,919,841
219,181,240,927,915
247,180,220,945,885
210,173,203,957,876
221,166,225,923,845
265,177,231,831,825
244,178,232,934,865
221,178,222,1008,967
244,168,220,853,773
304,188,230,861,812
248,170,230,909,851
266,173,232,896,833
222,180,212,846,789
291,183,246,842,812
265,168,200,968,875
306,179,233,913,844
290,194,256,957,933
283,180,220,897,852
267,175,227,834,805
228,182,222,898,860
278,185,230,828,789
216,188,233,1027,962
270,192,242,929,828
210,178,227,924,880
202,173,207,966,913
197,180,224,1011,971
257,191,250,943,839
259,180,220,943,877
241,189,252,956,922
207,174,219,853,790
250,180,232,881,793
277,179,253,936,845
277,175,220,894,830
275,161,227,846,800
297,173,207,914,847
239,185,219,992,900
275,188,246,935,879
313,193,273,979,893
238,171,232,938,882
208,169,217,934,866
251,160,207,912,838
277,173,235,902,847
235,175,226,922,877
232,177,212,874,846
248,171,227,863,815
271,178,219,824,791
235,179,223,881,835
197,171,213,896,827
243,174,243,816,736
253,160,215,819,752
255,162,223,834,762
226,193,233,877,812
190,158,202,963,896
220,171,230,892,836
251,176,240,954,914
233,175,233,943,902
220,167,212,888,846
245,187,240,899,842
228,152,191,879,786
235,167,232,945,875
159,164,206,946,919
244,173,227,899,852
292,196,259,916,881
179,177,237,902,832
262,176,232,921,889
284,174,243,814,756
298,169,220,865,817
242,178,232,905,846
229,168,216,883,839
249,178,235,883,814
226,175,215,898,863
221,168,227,793,754
232,176,227,915,862
216,181,243,871,825
209,167,210,855,780
252,182,240,867,813
206,173,222,926,861
263,173,216,901,850
215,181,242,878,843
227,186,220,976,941
225,165,237,940,892
302,178,215,870,800
253,167,218,816,775
272,191,246,954,895
220,175,228,794,732
282,172,232,848,798
245,171,217,837,764
263,182,233,958,900
253,159,194,899,828
233,174,223,943,917
199,178,212,902,839
224,176,222,862,831
227,164,203,882,822
268,180,238,886,826
239,172,240,1000,918
267,170,218,928,881
217,185,224,935,878
210,182,233,901,855
249,176,230,850,809
256,168,214,899,852
276,174,216,869,811
310,180,243,916,846
267,174,240,858,801
243,156,218,906,832
227,173,204,949,907
264,180,225,865,842
275,182,233,922,871
245,175,233,876,845
224,172,223,912,880
216,168,229,890,859
201,171,230,891,839
223,173,225,926,894
250,183,240,944,871
220,170,219,930,900
318,188,250,928,872
264,183,235,828,792
273,178,224,847,775
267,180,240,937,869
269,170,239,870,818
258,170,224,896,872
235,170,232,960,875
233,168,221,930,845
213,183,247,964,924
246,164,215,820,765
232,167,220,824,770
229,171,230,841,785
254,177,240,876,817
275,171,239,838,792
263,181,223,976,942
213,177,227,913,868
237,167,202,936,868
279,178,250,962,908
229,168,218,894,875
240,183,248,909,870
279,176,237,949,878
238,177,223,910,837
279,174,249,883,844
225,183,248,928,905
237,160,205,886,851
230,158,220,839,787
250,173,241,863,851
277,167,222,802,764
260,167,221,898,846
254,173,221,874,812
266,170,222,865,798
278,180,235,879,838
241,164,203,894,855
213,178,224,940,840
229,178,230,864,813
263,174,223,894,865
233,184,233,823,776
238,176,230,925,880
267,169,227,866,771
244,169,205,864,809
251,172,250,914,820
275,183,226,881,827
260,177,223,1022,959
189,179,225,899,858
239,184,230,903,830
227,169,217,938,848
285,175,243,905,861
243,173,225,821,790
247,178,252,877,824
261,182,230,902,838
233,170,218,927,884
279,182,250,883,808
258,179,238,896,846
221,188,238,905,879
217,171,228,900,885
255,178,243,854,805
239,170,207,820,764
268,188,236,899,825
252,168,223,846,798
307,192,256,891,844
253,174,240,924,890
282,189,238,815,792
249,172,231,892,818
210,173,228,908,880
258,190,250,824,780
290,185,253,920,880
283,173,227,902,848
236,170,220,883,837
227,172,225,896,863
271,174,220,823,764
256,165,197,846,789
264,174,220,909,830
267,182,243,895,839
247,175,240,893,858
256,163,197,930,862
283,170,210,914,872
239,190,271,905,873
241,167,208,862,831
249,171,236,902,827
252,170,230,856,792
257,177,208,897,824
251,180,227,833,786
276,172,215,903,843
283,183,240,898,807
241,180,243,948,871
206,168,222,925,856
258,172,212,899,856
239,173,237,879,855
228,170,215,952,885
222,163,217,804,775
204,172,220,920,853
252,174,225,996,930
250,182,231,941,886
227,180,238,884,842
238,165,205,948,862
277,178,220,928,886
245,161,235,838,812
243,177,230,840,824
267,187,260,903,809
258,164,208,845,790
226,174,246,869,852
234,189,226,936,875
220,163,210,850,800
242,178,230,901,817
270,180,212,970,918
210,182,223,910,872
246,182,240,846,806
201,183,230,1028,931
228,173,227,954,903
244,182,233,936,874
250,165,220,814,751
261,180,234,876,814
275,191,247,943,892
274,170,217,883,798
249,178,232,922,849
259,177,232,950,887
284,172,238,926,841
238,162,205,852,807
272,178,236,895,839
224,180,235,907,868
243,200,264,848,792
176,170,223,848,772
253,175,235,947,895
268,156,213,855,814
268,177,228,930,866
194,172,203,882,824
229,170,208,877,857
234,174,240,952,883
276,177,223,859,790
225,161,231,897,852
291,170,247,843,813
272,180,246,905,860
259,173,233,876,844
248,175,226,835,777
238,168,223,916,874
236,168,205,917,879
219,169,233,974,912
246,174,230,898,842
234,166,227,878,850
206,169,212,860,789
224,171,235,851,793
244,166,225,846,815
276,183,252,925,879
270,176,222,859,778
243,188,244,914,861
267,166,225,902,833
203,170,212,952,867
239,179,247,922,859
229,169,215,923,862
236,171,207,926,839
242,184,243,933,847
298,182,240,895,800
241,167,228,879,818
225,168,218,859,843
225,174,239,865,842
263,183,236,901,848
242,178,228,889,825
246,180,215,1029,965
230,168,230,874,824
281,174,220,863,790
259,176,237,899,832
243,181,230,875,810
238,171,203,926,872
205,178,230,942,875
229,170,232,886,845
260,170,233,799,767
250,180,232,865,845
202,181,218,939,888
237,180,220,919,854
256,173,236,870,811
234,174,234,883,809
287,170,230,851,768
276,184,266,919,859
259,171,234,853,814
243,182,252,977,931
224,167,212,815,773
228,170,230,869,822
281,180,221,1005,955
227,171,220,882,838
256,184,228,886,817
278,177,246,958,878
244,180,230,871,800
248,188,234,930,870
284,172,233,918,818
288,164,209,885,834
217,181,237,865,802
258,172,217,905,825
235,182,230,952,862
247,183,228,928,881
266,184,226,995,895
239,170,227,905,889
275,181,234,912,857
253,167,222,913,858
234,168,221,920,836
248,174,219,928,847
217,175,244,960,878
262,175,243,974,924
258,184,246,939,892
266,172,225,937,881
263,175,217,1036,936
227,167,217,863,802
277,168,220,937,887
262,168,233,816,767
247,182,219,933,896
224,172,243,874,810
195,166,224,894,833
227,176,222,933,883
261,184,232,941,884
282,183,243,961,916
257,162,219,873,790
273,175,240,821,730
234,173,216,873,796
231,180,218,1029,958
250,174,227,955,882
244,160,205,846,787
221,173,242,931,875
248,174,232,908,869
237,193,269,949,880
257,168,205,927,865
226,163,228,874,828
239,191,238,967,914
247,171,221,998,940
269,175,238,892,837
197,173,233,881,845
251,170,222,908,828
234,177,231,828,774
213,178,227,956,900
197,163,218,905,853
217,175,219,904,837
263,171,205,847,799
263,173,232,842,797
270,184,237,906,836
265,198,254,915,869
232,180,238,903,852
242,158,205,889,815
200,185,223,970,897
281,188,240,922,840
265,168,220,920,833
233,165,246,827,761
239,177,250,904,828
205,175,229,889,843
270,168,227,833,778
265,165,207,891,803
248,186,258,844,790
211,167,211,843,810
220,182,230,942,897
272,181,217,928,860
211,158,203,884,835
279,178,237,929,853
226,170,213,909,834
220,169,208,856,810
223,168,219,896,825
276,165,223,812,780
245,165,223,877,830
254,162,223,793,743
184,156,202,914,904
232,182,244,936,860
255,166,213,878,829
205,180,202,967,883
242,177,245,883,847
258,169,222,941,890
243,180,230,835,811
250,173,225,847,780
281,169,213,884,849
289,177,223,871,830
207,175,204,859,797
289,182,242,938,860
274,184,243,978,933
284,170,233,939,870
234,167,217,893,843
291,171,234,831,780
243,164,218,829,788
258,167,225,906,854
250,155,206,922,846
273,174,236,884,819
271,168,207,919,849
223,162,217,763,738
230,168,226,869,822
234,177,233,862,822
285,190,228,943,872
265,170,217,916,827
245,178,231,920,855
195,163,216,878,807
299,178,234,899,848
257,178,227,857,787
237,172,223,898,846
214,182,226,981,931
220,152,204,836,759
208,155,207,900,835
204,162,233,861,821
244,173,214,897,804
233,152,214,811,726
233,159,228,946,864
253,154,223,853,778
251,155,205,917,803
185,143,193,818,753
283,151,208,824,750
249,180,245,881,810
215,160,220,885,822
204,159,206,873,781
214,167,220,854,801
220,150,194,855,772
237,162,223,830,786
270,162,218,826,765
231,149,197,866,833
189,155,211,919,835
265,150,209,807,733
270,160,217,770,664
197,155,218,899,839
240,146,201,851,770
268,152,212,878,800
201,151,213,888,831
222,158,195,819,774
283,145,205,656,610
252,155,231,842,774
238,160,215,869,822
183,154,207,866,802
248,153,213,795,755
262,160,217,844,789
235,160,234,899,839
232,150,207,903,809
287,156,230,884,764
218,147,207,872,801
158,141,191,970,882
203,148,188,823,762
235,159,226,860,792
268,169,240,825,731
262,166,233,846,744
248,154,221,879,812
233,161,242,840,775
255,165,216,821,746
263,160,214,826,743
248,162,218,874,795
203,161,212,863,807
183,158,200,927,808
226,160,217,916,869
230,149,199,828,774
236,152,215,870,823
289,167,238,908,804
227,165,242,911,837
250,154,211,825,737
251,156,218,778,694
238,148,220,758,723
211,145,213,861,803
217,147,221,825,774
193,152,217,881,794
226,150,209,820,766
204,155,195,987,934
220,152,205,915,825
257,142,193,815,770
232,165,233,849,767
260,152,198,834,774
256,155,235,848,777
226,156,214,836,754
244,146,195,800,758
239,164,230,851,775
231,149,216,810,776
183,149,224,844,771
245,145,207,766,729
252,149,222,765,718
250,150,208,823,762
259,155,215,780,705
274,150,223,886,835
277,152,197,757,714
187,153,208,898,816
272,153,200,804,723
219,161,212,839,808
266,167,237,845,808
213,164,243,939,888
249,153,206,845,785
282,159,223,830,773
232,154,212,893,828
181,145,195,767,733
288,152,228,769,712
174,155,212,856,773
233,158,213,836,798
173,154,245,819,760
275,160,237,798,732
253,152,196,821,763
256,155,217,804,714
211,151,213,843,794
