ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
324,Zorán,10.75,male,Vizsla Mix,11/12/09,11/12/09,5/26/11,black,short,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
315,Galagonya,13.33,male,Staffordshire Terrier Mix,3/6/08,3/6/08,5/16/11,striped,short,medium,yes,nan,yes,yes,no,yes,nan,flat
319,Tobi,13.42,male,German Shepherd Dog, Pinscher, Siberian Husky Mix,7/29/07,7/29/07,5/22/11,black and brown,short,large,no,nan,yes,yes,yes,yes,nan,garden
303,Jenny,11.08,female,Dachshund Mix,6/7/10,6/7/10,5/12/11,yellow,short,small,yes,nan,yes,yes,yes,yes,nan,both flat and garden
325,Böbe,10.75,female,Dachshund Mix,2/3/11,2/3/11,5/26/11,tricolor,long,small,yes,nan,yes,yes,yes,yes,nan,flat
160,Roni,9.5,female,Dachshund Mix,3/1/11,3/1/11,5/17/11,brown,short,small,no,nan,yes,yes,yes,yes,nan,garden
393,Fipsz,11.92,male,Labrador Retriever Mix,5/2/11,5/2/11,5/3/11,black and brown,medium,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
234,Timo,14.0,male,Transylvanian Hound Mix,11/18/07,11/18/07,3/26/11,black and brown,short,medium,no,nan,yes,yes,nan,nan,nan,nan
47,Dennis,10.75,male,Unknown Mix,3/14/11,3/15/11,3/15/11,white,medium,large,no,nan,yes,nan,yes,yes,nan,garden
214,Árnyék,10.08,female,Unknown Mix,3/27/11,4/11/11,4/11/11,black,short,medium,yes,yes,yes,nan,yes,yes,nan,both flat and garden
1868,Csubi,12.08,male,Labrador Retriever, Vizsla Mix,6/20/10,6/20/10,3/30/11,brown,short,medium,yes,nan,nan,yes,yes,yes,yes,nan
280,Melinda,12.17,female,Unknown Mix,7/1/09,7/1/09,4/16/11,wild boar,short,medium,yes,nan,yes,yes,yes,yes,nan,nan
271,Trisztán,12.25,male,Unknown Mix,11/12/08,11/12/08,4/16/11,tricolor,short,medium,yes,nan,nan,yes,yes,yes,nan,flat
142,Benõ,9.75,male,Unknown Mix,4/1/10,4/1/10,3/31/11,black,wirehaired,medium,no,nan,yes,nan,yes,yes,nan,garden
12,Bogáncs,10.25,male,Puli Mix,2/26/11,2/26/11,4/14/11,black,medium,medium,nan,nan,nan,nan,nan,nan,nan,nan
58,Szultán,18.67,male,German Shepherd Dog Mix,2/1/11,2/1/11,3/26/11,sable,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
270,Leila,12.5,female,Unknown Mix,6/1/07,6/1/07,4/12/11,white,short,large,yes,nan,yes,yes,yes,yes,nan,nan
20,Bob,11.92,male,Unknown Mix,8/30/10,8/30/10,4/14/11,brown,short,large,nan,nan,nan,nan,nan,nan,nan,nan
141,Bátor,9.75,male,Unknown Mix,4/1/10,4/1/10,3/31/11,black,short,medium,no,nan,yes,nan,yes,yes,nan,garden
1000,Bronco,9.5,male,Unknown Mix,8/1/10,8/1/10,3/15/11,black,short,medium,yes,nan,yes,yes,yes,yes,nan,garden
346,Kevin,13.58,male,Unknown Mix,3/27/11,3/27/11,3/29/11,black and white,short,large,nan,nan,yes,yes,nan,yes,nan,garden
266,Katrina,14.75,female,Unknown Mix,10/5/10,10/5/10,4/10/11,striped,short,medium,yes,nan,yes,yes,yes,yes,nan,nan
218,Jagd Terrier Keverék Kölykök,8.83,female,Jagd Terrier Mix,4/13/11,4/13/11,4/14/11,black and tan,short,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
328,Csörfös,10.92,female,Rhodesian Ridgeback Mix,3/14/11,3/14/11,3/15/11,brown,short,large,yes,nan,yes,yes,yes,yes,nan,garden
347,Morgan,10.75,male,Schnauzer Mix,3/27/11,3/27/11,3/29/11,gray,wirehaired,medium,nan,nan,yes,yes,yes,yes,yes,garden
350,Karak,10.92,female,German Shepherd Dog Mix,3/29/11,3/29/11,3/30/11,sable,short,large,yes,nan,yes,yes,yes,yes,yes,garden
212,Rozika,11.08,female,Unknown Mix,3/27/11,4/11/11,4/11/11,black,short,medium,yes,yes,yes,nan,yes,yes,nan,both flat and garden
211,Héda,11.92,female,Unknown Mix,4/1/08,4/1/08,3/14/11,yellow-brown,short,medium,yes,nan,yes,yes,yes,nan,nan,nan
198,Kaukázusi,13.75,female,Caucasian Ovtcharka,3/7/11,3/7/11,3/7/11,brown,long,large,no,nan,nan,nan,nan,nan,nan,nan
702,Cecil,10.25,female,German Shepherd Dog Mix,1/9/11,1/9/11,2/9/11,black and brown,short,large,nan,nan,nan,nan,nan,nan,nan,nan
236,Morris,10.92,male,Rottweiler Mix,2/14/10,2/14/10,2/18/11,black and tan,short,large,nan,nan,yes,no,no,yes,no,garden
207,Igor,14.83,male,Unknown Mix,2/3/08,2/3/08,2/1/11,brown,short,medium,no,yes,yes,nan,nan,yes,nan,garden
8,Gombi,9.83,male,Schnauzer Mix,11/5/10,11/5/10,3/7/11,wild boar,wirehaired,medium,nan,nan,nan,nan,nan,nan,nan,nan
7,Lujzika,9.83,female,Fox Terrier Mix,11/5/10,3/4/11,3/4/11,tricolor,wirehaired,small,no,yes,yes,yes,yes,yes,yes,flat
240,Bob,10.92,male,Hungarian Vizsla Mix,12/11/10,12/11/10,2/18/11,red,short,large,nan,nan,yes,yes,no,no,no,garden
990,Velence,12.83,female,Unknown Mix,1/2/11,1/2/11,2/2/11,tricolor,short,medium,yes,nan,yes,nan,yes,nan,nan,both flat and garden
212,Hessy,12.0,female,Unknown Mix,5/1/08,5/1/08,3/14/11,yellow-brown,short,medium,yes,nan,yes,yes,yes,yes,nan,nan
717,Mozes,11.42,male,Unknown Mix,2/22/11,2/22/11,3/8/11,white,medium,small,no,nan,nan,nan,nan,nan,nan,nan
298,Buksi,16.08,male,German Shepherd Dog,3/1/11,3/1/11,3/1/11,sable,medium,large,nan,nan,yes,nan,no,no,nan,both flat and garden
44,Tangó,10.83,male,Unknown Mix,1/15/11,2/11/11,2/13/11,red,short,small,no,nan,yes,nan,yes,yes,nan,flat
206,Solt,11.0,male,Setter, Spaniel, Terrier Mix,1/5/09,1/5/09,3/14/11,striped,medium,medium,no,nan,yes,yes,nan,yes,nan,both flat and garden
187,Olga,9.42,female,German Shepherd Dog Mix,2/1/11,2/2/11,2/2/11,brown,medium,large,nan,yes,yes,yes,yes,yes,nan,both flat and garden
286,Pötyi,15.25,male,Cane Corso Mix,2/27/11,2/27/11,2/27/11,yellow-brown,short,large,nan,nan,yes,nan,no,nan,no,garden
814,Adria,11.75,female,Dachshund Mix,2/27/11,2/27/11,3/4/11,black and brown,short,medium,yes,yes,yes,yes,yes,no,no,both flat and garden
992,Brad/Babóka,9.67,male,Unknown Mix,7/5/10,7/5/10,2/3/11,yellow-brown,short,medium,no,yes,yes,yes,yes,yes,nan,both flat and garden
291,Tyson,10.17,male,Rottweiler Mix,2/20/11,2/20/11,3/1/11,black and tan,short,large,nan,nan,yes,nan,no,no,no,garden
1272,Zsuzsi,12.17,female,Fox Terrier Mix,2/6/11,2/6/11,2/6/11,black and white,short,medium,yes,nan,yes,yes,yes,yes,nan,garden
198,Paca,9.0,male,Unknown Mix,1/3/11,1/3/11,2/1/11,black and white,short,small,no,yes,yes,yes,yes,yes,yes,garden
995,Karcsi,9.25,male,Unknown Mix,10/1/10,10/1/10,1/31/11,brown,medium,medium,no,no,yes,yes,yes,yes,yes,garden
201,Nusi,10.92,female,Unknown Mix,1/3/11,1/3/11,2/1/11,brown,short,medium,yes,yes,yes,yes,yes,yes,nan,garden
200,Lompos,10.92,male,Unknown Mix,1/3/11,1/3/11,2/1/11,white,medium,medium,no,yes,yes,yes,yes,yes,nan,both flat and garden
185,Szilveszter,10.33,male,Hound Mix,1/2/11,1/31/11,1/30/11,black and brown,short,large,nan,yes,yes,yes,yes,yes,nan,both flat and garden
195,Picur,9.25,female,Unknown Mix,10/9/10,10/9/10,2/1/11,black,short,medium,yes,yes,yes,yes,yes,nan,yes,both flat and garden
204,Kicsi,10.17,female,Unknown Mix,10/3/10,10/3/10,2/1/11,brown,medium,small,yes,yes,yes,yes,yes,yes,nan,both flat and garden
206,Zita,10.5,female,Unknown Mix,10/3/10,10/3/10,2/1/11,black,short,medium,yes,yes,yes,yes,yes,yes,nan,both flat and garden
196,Tücsök,11.83,female,Unknown Mix,4/3/10,4/3/10,2/1/11,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
997,Van Gogh,13.92,male,Bearded Collie Mix,2/1/10,2/1/10,1/31/11,black and white,short,medium,yes,no,yes,yes,yes,yes,nan,garden
183,Bogica,10.83,female,Pumi Mix,1/20/11,1/31/11,1/30/11,black,medium,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
194,Picur,9.25,female,Unknown Mix,10/9/10,10/9/10,2/1/11,black,short,medium,yes,yes,yes,yes,yes,nan,yes,both flat and garden
197,Vidor,9.08,male,Unknown Mix,12/3/10,12/3/10,2/1/11,yellow-brown,short,small,no,yes,yes,yes,yes,yes,yes,garden
199,Mázas,9.25,female,Unknown Mix,11/3/10,11/3/10,2/1/11,brown,medium,small,no,yes,yes,yes,yes,yes,yes,flat
182,Albert,9.5,male,Bernese Mountain Dog Mix,1/21/11,1/31/11,1/30/11,black and white,long,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
203,Gigi,9.92,female,Unknown Mix,1/3/11,1/3/11,2/1/11,white,short,medium,yes,yes,yes,yes,yes,yes,nan,garden
184,Bojszi,11.83,male,Unknown Mix,11/2/10,1/31/11,1/30/11,brown,short,large,nan,yes,yes,yes,yes,yes,nan,both flat and garden
205,Zoé,11.92,female,German Shepherd Dog Mix,11/3/10,11/3/10,2/1/11,brown,short,medium,yes,yes,yes,yes,yes,yes,nan,garden
996,Kata,9.25,female,Unknown Mix,10/1/10,10/1/10,1/31/11,apricot,short,medium,nan,no,yes,yes,yes,yes,yes,garden
202,Gigi,9.92,female,Unknown Mix,1/3/11,1/3/11,2/1/11,white,short,medium,yes,yes,yes,yes,yes,yes,nan,garden
672,Lina,10.92,female,Unknown Mix,5/1/10,5/1/10,1/7/11,apricot,short,small,nan,nan,nan,nan,nan,nan,nan,nan
191,Ramszesz,17.83,male,Unknown Mix,10/3/10,10/3/10,1/4/11,brown,short,medium,no,nan,nan,nan,nan,nan,nan,garden
681,Talált Kuvasz,11.83,male,Kuvasz,1/20/11,1/20/11,1/24/11,white,medium,large,no,nan,nan,nan,nan,nan,nan,nan
196,Portás,10.92,male,Hound Mix,12/25/10,12/25/10,1/11/11,sable,short,large,nan,nan,yes,nan,nan,nan,nan,nan
194,Gentleman,14.92,male,Unknown Mix,12/25/10,12/25/10,1/11/11,saddle back,short,large,nan,nan,yes,no,no,yes,nan,garden
673,Dora,9.5,female,Unknown Mix,10/10/10,10/10/10,1/7/11,brown,medium,medium,nan,nan,nan,nan,nan,nan,nan,nan
679,Virág,10.83,female,Unknown Mix,1/20/11,1/20/11,1/23/11,yellow,short,medium,no,nan,nan,nan,nan,nan,nan,nan
179,Konrád,12.33,male,Unknown Mix,10/15/10,10/15/10,1/22/11,black,short,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
664,Zsuzsi,9.92,female,Terrier Mix,9/20/10,9/20/10,1/4/11,apricot,short,large,nan,nan,nan,nan,nan,nan,nan,nan
189,Bori,10.5,female,German Shepherd Dog, Rottweiler Mix,10/3/10,10/3/10,1/4/11,brown,short,medium,no,yes,nan,nan,nan,nan,nan,garden
687,Dragon,10.25,male,German Shepherd Dog Mix,1/9/11,1/9/11,1/25/11,yellow-brown,short,large,no,nan,nan,nan,no,nan,nan,nan
192,Tangó,19.83,male,Staffordshire Terrier Mix,10/3/10,10/3/10,1/4/11,apricot,short,medium,nan,nan,nan,nan,nan,nan,nan,garden
190,Leila,10.33,female,Siberian Husky Mix,10/3/10,10/3/10,1/4/11,brown,short,medium,yes,nan,nan,nan,yes,nan,nan,garden
193,Rex,11.0,male,German Shepherd Dog,11/3/10,11/3/10,1/4/11,brown,short,medium,no,nan,nan,nan,nan,nan,nan,garden
188,Blanka,11.92,female,Unknown Mix,10/3/10,10/3/10,1/4/11,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
685,Morcos,10.83,male,Unknown Mix,1/20/11,1/20/11,1/25/11,black and brown,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
191,Bart,13.92,male,Dachshund Mix,12/30/10,12/30/10,1/11/11,sable,short,small,nan,nan,yes,nan,no,yes,nan,both flat and garden
802,Brikett,9.83,male,Mudi Mix,1/17/11,1/17/11,1/25/11,black,short,medium,yes,yes,yes,yes,nan,nan,no,both flat and garden
692,Iván,10.75,male,Dachshund Mix,3/1/09,3/1/09,1/25/11,black and white,short,small,no,nan,nan,nan,nan,nan,no,nan
697,Bundi,16.83,male,Puli Mix,3/1/09,3/1/09,1/26/11,black and brown,long,medium,nan,nan,nan,nan,nan,nan,nan,nan
183,Csöpi,10.17,male,Unknown Mix,11/3/10,11/3/10,12/20/10,brown,short,small,no,nan,yes,yes,yes,yes,yes,both flat and garden
167,Max,9.58,male,Unknown Mix,12/6/10,12/7/10,12/6/10,black,short,medium,nan,yes,nan,nan,yes,yes,nan,both flat and garden
176,Mogyi,10.17,male,Unknown Mix,11/3/10,11/3/10,12/20/10,brown,short,large,no,nan,yes,yes,nan,nan,nan,garden
182,Alfa,9.67,female,Unknown Mix,11/3/10,11/3/10,12/20/10,yellow,wirehaired,medium,yes,nan,nan,yes,yes,yes,yes,garden
178,Sörét,10.5,male,Adoptable From:,9/3/10,9/3/10,12/20/10,black,short,large,no,yes,yes,nan,nan,yes,nan,garden
186,Casper,11.0,male,German Shepherd Dog, Siberian Husky Mix,9/6/10,9/6/10,12/3/10,gray and white,medium,large,nan,nan,yes,no,nan,nan,nan,garden
187,Blanka,11.92,female,Unknown Mix,10/3/10,10/3/10,1/4/11,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
181,Fáraó,15.67,male,Unknown Mix,8/3/10,8/3/10,12/20/10,brown,short,medium,no,nan,nan,nan,nan,yes,nan,garden
179,Maci,15.67,male,Unknown Mix,10/3/10,10/3/10,12/20/10,black,medium,medium,no,nan,nan,nan,nan,yes,nan,garden
185,Fleki,10.17,female,Unknown Mix,11/3/09,11/3/09,1/4/11,yellow,short,medium,yes,nan,nan,yes,nan,nan,nan,garden
534,Rulett,9.33,male,Unknown Mix,10/10/10,10/10/10,12/20/10,striped,short,large,no,no,yes,yes,yes,yes,yes,both flat and garden
104,Mazsola,10.08,male,Unknown Mix,4/1/10,4/1/10,11/21/10,brown,short,medium,no,nan,yes,nan,yes,yes,nan,garden
177,Löncs,9.17,male,Unknown Mix,12/3/10,12/3/10,12/20/10,golden,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
186,Fleki,10.17,female,Unknown Mix,11/3/09,11/3/09,1/4/11,yellow,short,medium,yes,nan,nan,yes,nan,nan,nan,garden
180,Szöcske,10.08,male,Unknown Mix,10/3/10,10/3/10,12/20/10,brown,short,medium,no,nan,nan,nan,nan,yes,nan,garden
96,Negró,10.0,female,Unknown Mix,6/1/10,6/1/10,11/21/10,black,short,medium,yes,nan,yes,yes,yes,yes,nan,garden
184,Dalma,9.92,female,Unknown Mix,2/3/10,2/3/10,12/20/10,brown,short,medium,yes,nan,nan,nan,yes,nan,nan,garden
166,Gréta,10.5,female,Unknown Mix,12/1/10,12/7/10,12/6/10,black,short,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
656,Cindy,9.58,female,Pekingese Mix,11/25/10,11/25/10,1/3/11,brown and white,long,small,nan,nan,nan,nan,nan,nan,nan,nan
158,Sári,19.0,female,Poodle Mix,11/27/10,12/3/10,12/2/10,black,medium,small,nan,yes,yes,yes,yes,yes,nan,flat
166,Szutyi,11.33,female,Unknown Mix,4/3/09,4/3/09,11/18/10,black,short,medium,nan,yes,yes,nan,yes,yes,nan,both flat and garden
174,Kullancs,9.75,female,Unknown Mix,10/3/10,10/3/10,11/18/10,golden,short,small,nan,yes,yes,nan,yes,yes,nan,garden
175,Leila,10.33,female,Unknown Mix,10/3/10,10/3/10,11/18/10,brown,short,medium,yes,nan,nan,nan,nan,nan,nan,garden
169,Kokszos,10.33,male,Unknown Mix,10/3/10,10/3/10,11/18/10,apricot,short,medium,nan,nan,nan,nan,nan,nan,nan,garden
173,Totó,10.17,female,Unknown Mix,10/3/10,10/3/10,11/18/10,black,short,medium,yes,yes,nan,yes,yes,yes,nan,garden
73,Vizsi,11.0,female,Hungarian Vizsla Mix,2/1/09,2/1/09,11/20/10,brown,wirehaired,medium,yes,nan,yes,nan,yes,yes,nan,garden
72,Bobby,10.5,male,Schnauzer Mix,4/9/10,4/9/10,11/20/10,black,wirehaired,medium,no,nan,yes,nan,no,yes,nan,garden
8,Gemma,11.0,female,Unknown Mix,6/10/10,6/10/10,11/19/10,tricolor,medium,large,nan,nan,yes,nan,yes,yes,nan,both flat and garden
168,Bársony,11.33,male,Unknown Mix,2/3/10,2/3/10,11/18/10,apricot,short,medium,nan,yes,yes,nan,nan,nan,nan,nan
7,Mimi,10.42,female,Unknown Mix,9/5/09,9/5/09,11/19/10,tricolor,short,medium,nan,nan,yes,nan,yes,yes,yes,nan
171,Liliom,9.5,female,Unknown Mix,10/3/10,10/3/10,11/18/10,white,short,medium,yes,nan,nan,yes,yes,yes,nan,garden
4,Bambi,11.0,female,Unknown Mix,11/10/10,11/10/10,11/16/10,golden,short,large,nan,nan,yes,nan,yes,yes,nan,nan
80,Sissy,10.0,female,Unknown Mix,3/8/10,3/8/10,11/20/10,black,short,medium,yes,nan,yes,yes,yes,yes,nan,garden
172,Mazsola,9.83,female,Unknown Mix,10/3/10,10/3/10,11/18/10,brown,short,large,yes,nan,nan,nan,nan,nan,nan,garden
167,Elza,9.17,female,Unknown Mix,11/3/10,11/3/10,11/18/10,apricot,short,medium,nan,yes,yes,nan,yes,yes,nan,garden
170,Töki,12.92,male,Unknown Mix,10/3/10,10/3/10,11/18/10,golden,short,medium,yes,yes,yes,nan,nan,yes,nan,garden
93,Panni,11.0,female,Dachshund Mix,5/1/09,5/1/09,11/21/10,black,short,small,yes,nan,yes,yes,yes,yes,nan,garden
91,Pletyka,9.75,female,Unknown Mix,5/1/10,5/1/10,11/21/10,black,medium,medium,yes,nan,yes,yes,no,no,nan,garden
165,Endi,10.08,male,Unknown Mix,10/3/10,10/3/10,11/18/10,black,short,medium,nan,nan,yes,yes,yes,yes,no,garden
92,Picuri,10.25,female,Unknown Mix,12/1/09,12/1/09,11/21/10,black,short,small,yes,nan,yes,nan,yes,yes,nan,both flat and garden
164,Csimbók,9.92,male,Puli Mix,10/3/10,10/3/10,11/9/10,black,long,medium,no,no,yes,yes,yes,yes,nan,both flat and garden
3,Zsanett,9.5,female,Unknown Mix,11/10/10,11/10/10,11/16/10,golden,medium,medium,nan,nan,yes,nan,yes,yes,nan,nan
77,Sunyi,14.08,male,Spaniel Mix,10/29/09,10/29/09,11/10/10,black and brown,medium,medium,no,no,yes,no,no,yes,nan,both flat and garden
93,Macika,19.08,female,Unknown Mix,3/17/10,3/17/10,11/10/10,striped,medium,large,nan,nan,yes,yes,yes,yes,nan,nan
80,Kókusz,13.08,male,Unknown Mix,2/21/10,2/21/10,11/10/10,black,short,medium,nan,nan,nan,nan,nan,nan,nan,both flat and garden
74,Dízel,12.08,male,Unknown Mix,9/18/09,9/18/09,11/10/10,black and brown,short,medium,nan,nan,yes,nan,no,no,nan,both flat and garden
92,Jaco,15.08,male,German Shepherd Dog Mix,3/13/10,3/13/10,11/10/10,sable,short,large,nan,nan,yes,yes,yes,yes,nan,garden
88,Apolló,12.08,male,Unknown Mix,3/9/10,3/9/10,11/10/10,yellow-brown,short,large,nan,nan,yes,nan,nan,nan,nan,both flat and garden
87,Spanó,13.08,male,Golden Retriever Mix,3/14/10,3/14/10,11/10/10,golden,medium,medium,nan,nan,nan,nan,nan,nan,nan,both flat and garden
95,Buksi,15.08,male,Puli Mix,4/18/10,4/18/10,11/10/10,black,long,medium,nan,nan,yes,nan,nan,nan,nan,both flat and garden
70,Báró,13.92,male,Rottweiler Mix,12/17/07,12/17/07,11/10/10,black and tan,short,large,no,nan,yes,no,no,yes,nan,both flat and garden
76,Joker,12.08,male,Unknown Mix,9/4/09,9/4/09,11/10/10,yellow-brown,short,large,nan,nan,yes,no,no,no,no,both flat and garden
119,Brúnó,11.08,male,Terrier Mix,11/7/10,11/7/10,11/11/10,yellow-brown,wirehaired,medium,nan,nan,yes,nan,nan,nan,nan,both flat and garden
146,Fanny,14.08,female,Collie Mix,11/1/10,11/1/10,11/13/10,brown and white,medium,large,yes,nan,yes,nan,yes,yes,yes,both flat and garden
86,Boni,12.08,male,Jagd Terrier,3/6/10,3/6/10,11/10/10,sable,short,small,nan,nan,yes,nan,nan,nan,nan,both flat and garden
133,Brúnó,12.08,male,Labrador Retriever Mix,6/6/10,6/6/10,11/11/10,black,short,large,nan,nan,yes,nan,nan,nan,nan,both flat and garden
72,Sárkány,12.25,male,German Shepherd Dog Mix,9/6/09,9/6/09,11/10/10,sable,short,large,nan,nan,yes,nan,no,no,nan,garden
146,Hubertus,10.08,male,German Pointer, Staffordshire Terrier Mix,10/29/10,11/12/10,11/11/10,golden,short,large,nan,yes,yes,yes,yes,yes,yes,both flat and garden
75,Kópé,14.08,male,German Shepherd Dog Mix,10/1/09,10/1/09,11/10/10,yellow-brown,short,large,nan,nan,yes,nan,no,nan,nan,both flat and garden
1,"Perdido",12.0,male,Collie Mix,11/14/10,11/14/10,11/15/10,brown and white,medium,medium,nan,nan,nan,nan,nan,nan,nan,nan
313,Zsebi,9.17,female,Unknown Mix,11/6/10,11/6/10,11/8/10,apricot,short,medium,no,nan,nan,nan,nan,nan,nan,both flat and garden
654,Rita,18.83,female,Unknown Mix,9/29/10,9/29/10,10/26/10,black and white,medium,small,nan,nan,nan,nan,nan,nan,nan,nan
149,Kölyök,9.33,female,German Shepherd Dog Mix,10/3/10,10/3/10,10/21/10,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
160,Kokszos,9.5,male,Labrador Retriever Mix,10/3/10,10/3/10,11/9/10,black,short,medium,no,yes,yes,yes,yes,yes,no,both flat and garden
152,Kölyök,9.33,male,Unknown Mix,10/3/10,10/3/10,10/21/10,brown,short,large,no,yes,yes,yes,yes,yes,yes,both flat and garden
652,Ancsa,9.75,female,Unknown Mix,9/30/10,9/30/10,10/26/10,black,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
162,Flitter,10.33,female,Unknown Mix,10/3/10,10/3/10,11/9/10,white,short,medium,yes,yes,yes,yes,yes,yes,nan,both flat and garden
159,Csaó,10.92,male,Dachshund Mix,10/3/10,10/3/10,10/22/10,yellow,short,small,no,yes,yes,nan,yes,yes,nan,both flat and garden
153,Kölyök,9.33,female,Unknown Mix,10/3/10,10/3/10,10/21/10,brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
148,Kölyök,9.33,male,Labrador Retriever Mix,10/3/10,10/3/10,10/21/10,white,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
212,Lidi,10.08,female,Dachshund Mix,10/20/10,10/20/10,11/8/10,red,short,small,no,nan,nan,nan,nan,nan,nan,nan
157,Lili,10.33,female,Unknown Mix,10/3/10,10/3/10,10/22/10,saddle back,short,medium,yes,yes,yes,yes,yes,yes,nan,both flat and garden
155,Radar,10.17,female,Unknown Mix,10/3/10,10/3/10,10/22/10,black,short,medium,yes,yes,yes,yes,yes,yes,nan,both flat and garden
151,Snaci,9.58,male,Schnauzer Mix,10/3/10,10/3/10,10/21/10,black,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
161,Bársony,10.33,female,German Shepherd Dog Mix,10/3/10,10/3/10,11/9/10,saddle back,short,medium,yes,yes,yes,nan,nan,nan,nan,garden
158,Borcsa,10.17,female,Staffordshire Terrier Mix,10/3/10,10/3/10,10/22/10,brown,short,medium,no,yes,yes,nan,yes,nan,nan,both flat and garden
150,Öreglány,19.67,female,Old German Shepherd Mix,10/3/10,10/3/10,10/21/10,brown,long,large,yes,yes,yes,nan,yes,yes,nan,both flat and garden
154,Kölyök,9.25,male,Unknown Mix,10/3/10,10/3/10,10/22/10,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
163,Kapocs,11.33,male,Chow Chow Mix,10/3/10,10/3/10,11/9/10,red,short,medium,no,yes,yes,yes,yes,yes,nan,garden
156,Szutyi,11.67,female,Unknown Mix,10/3/10,10/3/10,10/22/10,black,short,medium,nan,yes,yes,nan,yes,yes,nan,garden
143,Fityisz,11.17,male,Unknown Mix,5/3/10,5/3/10,10/3/10,yellow,short,medium,no,yes,yes,nan,yes,yes,nan,garden
141,Pamacs,10.33,female,Unknown Mix,5/3/10,5/3/10,10/3/10,black,medium,medium,yes,yes,yes,yes,yes,yes,nan,both flat and garden
140,Muki,9.67,male,Unknown Mix,9/28/10,9/28/10,9/28/10,yellow-brown,short,medium,no,no,nan,yes,yes,yes,yes,both flat and garden
124,Jocó,10.33,male,Unknown Mix,5/3/10,5/3/10,9/28/10,golden,short,medium,no,yes,yes,yes,yes,yes,nan,both flat and garden
138,Sunci,16.33,male,Unknown Mix,9/28/10,9/28/10,9/28/10,brown,medium,medium,no,nan,yes,nan,nan,nan,nan,both flat and garden
135,Pitypang,11.33,female,Unknown Mix,9/28/10,9/28/10,9/28/10,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,both flat and garden
60,Bori,10.17,female,Puli Mix,2/1/10,2/1/10,10/6/10,black,medium,small,yes,nan,yes,no,yes,yes,nan,garden
146,Dezsõ,9.83,male,Unknown Mix,7/3/10,7/3/10,10/21/10,white,wirehaired,medium,no,yes,yes,yes,yes,yes,nan,garden
5,Tücsi,9.58,female,Unknown Mix,10/5/10,10/6/10,10/15/10,black,medium,medium,no,yes,yes,yes,yes,yes,nan,both flat and garden
147,Hancúr,9.5,male,Unknown Mix,7/3/10,7/3/10,10/21/10,yellow,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
142,Lili,10.33,female,Unknown Mix,5/3/10,5/3/10,10/3/10,yellow,short,medium,yes,yes,yes,yes,yes,yes,nan,both flat and garden
145,Völgyi,12.92,male,Unknown Mix,5/3/10,5/3/10,10/3/10,spotty,short,medium,no,yes,yes,nan,yes,yes,nan,garden
144,Pöttöm Panni,10.33,female,Unknown Mix,5/3/10,5/3/10,10/3/10,yellow,short,small,yes,yes,yes,yes,yes,yes,nan,flat
122,Simlis,13.58,male,Miniature Schnauzer Mix,5/3/10,5/3/10,9/28/10,apricot,short,small,no,yes,yes,nan,nan,nan,nan,both flat and garden
136,Csokor,10.33,female,Unknown Mix,9/28/10,9/28/10,9/28/10,black,short,medium,yes,nan,nan,nan,nan,nan,nan,both flat and garden
137,Husi,10.08,female,German Shepherd Dog Mix,9/28/10,9/28/10,9/28/10,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,both flat and garden
121,Soma,10.58,female,Unknown Mix,5/3/10,5/3/10,9/28/10,black,short,large,yes,yes,yes,nan,nan,yes,yes,both flat and garden
125,Zsilip,10.42,female,Unknown Mix,5/3/10,5/3/10,9/28/10,black,short,large,yes,yes,yes,yes,yes,yes,nan,both flat and garden
57,Muki,10.67,female,Schnauzer Mix,6/1/09,6/1/09,10/6/10,black,wirehaired,medium,yes,nan,yes,yes,yes,yes,nan,garden
123,Meki,11.25,male,Unknown Mix,5/3/10,5/3/10,9/28/10,black and white,short,medium,no,yes,yes,yes,yes,yes,nan,both flat and garden
